smiles,pxr,null,sp_med
C=C1CCN(C(=O)NCc2ccc(S(=O)(=O)NC3CC3)cc2)CC1,,,0.49334575283440085
C=C1CCN(C(=O)Nc2nnc(SCc3ccccc3)s2)C1,5.34,2.2,1.128562145527236
C=C1COc2c(C(=O)NCc3n[nH]c4ccc(Cl)cc34)cnn2C1,,,0.28762758324957
C=CC(=O)N(C)C(C)c1ccccc1N1CCCS1(=O)=O,4.5,,
C=CC(=O)N(C)CC(=O)N1CCC(=Cc2ccc(F)c(F)c2)CC1,3.48,,
C=CC(=O)N(C)CC(=O)N1CCC2(CC1)Cc1cc(OC)ccc1C2=O,2.64,,
C=CC(=O)N(C)CC(=O)N1CCCC(NC(=O)c2cc3ccccc3o2)C1,3.43,,
C=CC(=O)N(C)CC(=O)N1CCN(Cc2cc3c(s2)CCCC3)CC1,1.62,,
C=CC(=O)N(C)CC(=O)N1CCN(Cc2noc(-c3cccs3)n2)CC1,2.88,,
C=CC(=O)N(C)CC(=O)N1CCN(c2cccc(Br)c2)CC1,3.59,,
C=CC(=O)N(C)CC(=O)N1CCOC(c2ccc(Cl)s2)C1,4.11,,
C=CC(=O)N(C)CC(=O)N1CC[C@@H](Oc2cccc(Cl)c2)C1,3.53,,
C=CC(=O)N(C)CC(=O)N1CC[C@H](c2ccccc2)[C@H](CO)C1,3.37,,
C=CC(=O)N(C)CC(=O)NC(C)(CC)c1nc2c(c(=O)[nH]1)CCCC2,3.47,,
C=CC(=O)N(C)CC(=O)NC(C)c1ccc(-c2nn[nH]n2)cc1,2.75,,
C=CC(=O)N(C)CC(=O)NCC(c1ccc(OC(C)C)cc1)N(C)C,2.37,,
C=CC(=O)N(C)CC(=O)NCCN1C(=O)NC2(CCCC2)C1=O,2.25,,
C=CC(=O)N(C)CC(=O)NCc1ccc(CN2CCS(=O)(=O)CC2)cc1,1.65,,
C=CC(=O)N(C)CC(=O)N[C@H]1CCN(C(C)C)[C@@H]1c1ccc(Cl)c(F)c1,4.2,,
C=CC(=O)N(C)CC(=O)N[C@H]1CC[C@H](c2nc3ccccc3o2)CC1,2.23,,
C=CC(=O)N(C)CC(=O)Nc1cc(N2CCC3(CCC3)C2)c(Cl)cn1,4.87,,
C=CC(=O)N(C)CC(=O)Nc1ccc(N2CCCCC2)cc1C(N)=O,3.01,,
C=CC(=O)N(C)CC(=O)Nc1cccc(Cl)c1OC(C)C,4.18,,
C=CC(=O)N(C)CC(=O)Nc1ccccc1N1CC2CCC1C2,5.01,2.16,
C=CC(=O)N(C)CC(=O)Nc1nn(-c2ncccc2F)cc1C,3.14,,
C=CC(=O)N(C)CC(=O)Nc1nnc(C(C)(C)c2ccccc2)s1,5.09,3.1,
C=CC(=O)N(C)c1ccc(C(=O)N(C)Cc2csc(C(C)OC)n2)cc1,3.99,,
C=CC(=O)N(C)c1ccc(C(=O)N(C)c2nnc(C)s2)cc1,2.66,,
C=CC(=O)N(C)c1ccc(C(=O)N(Cc2ccccc2)CC(C)(C)O)cc1,3.96,,
C=CC(=O)N(C)c1ccc(C(=O)N2CCN(c3cccc(F)c3F)CC2)cc1,3.26,,
C=CC(=O)N(C)c1ccc(C(=O)N[C@@H]2CCCN(S(=O)(=O)C3CC3)C2)cc1,3.04,,
C=CC(=O)N(C)c1ccc(C(=O)Nc2ccc3c(c2)ncn3-c2ccccc2)cc1,3.91,,
C=CC(=O)N(C)c1ccc(C(=O)Nc2nc3cc(C(N)=O)ccc3[nH]2)cc1,2.44,,
C=CC(=O)N(CC)CC(=O)N(CC(=O)NC)CC(C)N1C[C@@H](C)O[C@@H](C)C1,2.81,,
C=CC(=O)N(CC)CC(=O)N1CCCC1c1nc(-c2ccccc2Cl)c[nH]1,4.56,,
C=CC(=O)N(CC)CC(=O)N1CCCN(S(=O)(=O)c2ccc(Cl)s2)CC1,4.67,,
C=CC(=O)N(CC)CC(=O)N1CCN(C2CCCOC2)CC1,2.54,,
C=CC(=O)N(CC)CC(=O)N1CCN(c2cc(N3CCOCC3)ncn2)CC1,2.45,,
C=CC(=O)N(CC)CC(=O)NC(C)(C)c1cn(C(C)C)nn1,3.09,,
C=CC(=O)N(CC)CC(=O)NCC(C)(C)C1(O)CCCOC1,2.94,,
C=CC(=O)N(CC)CC(=O)Nc1ccc(C)c(Oc2ccnc(C(=O)NC)c2)c1,4.84,,
C=CC(=O)N(CC)CC(=O)Nc1ccc(N2CCCC2=O)c(Cl)c1,4.67,,
C=CC(=O)N(CC)CC(=O)Nc1ccc(OC)c(C(=O)c2ccccc2)c1,4.53,,
C=CC(=O)N(CC1=CCCCC1)Cc1cc(-c2ccc(Cl)cc2)on1,4.22,,
C=CC(=O)N(CCCN1CCOCC1)C1CCS(=O)(=O)C1,2.86,,
C=CC(=O)N(CCc1c(C)noc1C)Cc1cc(Cl)cs1,4.62,,
C=CC(=O)N(CCc1cn(C)nn1)CC1CCC(C)(C)CC1,4.37,,
C=CC(=O)N(Cc1cc(Br)ccc1F)C1CCC2(CC1)OCCO2,5.28,5.18,
C=CC(=O)N(Cc1cc(C(N)=O)cs1)C[C@H]1CCO[C@@H]1c1cnn(C)c1,2.55,,
C=CC(=O)N(Cc1cc(CC)no1)Cc1sncc1Br,3.81,,
C=CC(=O)N(Cc1cc(OC)c(OC)c(OC)c1)CC(C)S(C)=O,3.35,,
C=CC(=O)N(Cc1cc2c(cc1OC)CC(C)O2)Cc1ccsc1C,5.81,,
C=CC(=O)N(Cc1ccc(CS(C)(=O)=O)cc1)Cc1cnn(C)c1,2.77,,
C=CC(=O)N(Cc1ccccc1OCC)CC1(O)CCCC1,5.09,3.83,
C=CC(=O)N(Cc1ccn(C)n1)C1CCN(C(=O)c2ccccc2F)CC1,3.58,,
C=CC(=O)N(Cc1ccn(C)n1)c1ccc(C(=O)N2CCC(O)CC2)cc1,3.36,,
C=CC(=O)N(Cc1ccnn1CC1CCC1)c1cccc(CO)c1,4.81,,
C=CC(=O)N(Cc1cnc(C(C)(C)C)nc1)c1ccc(NC(=O)CC)cc1,4.07,,
C=CC(=O)N(Cc1cnn(C)c1C)CC1(c2cccc(F)c2)CCOCC1,4.6,,
C=CC(=O)N(Cc1cnn(CC)c1)Cc1ccc(C2CC2C)o1,4.27,,
C=CC(=O)N(Cc1nc2c(s1)CC(C)CC2)[C@@H](CC)CO,5.05,2.26,
C=CC(=O)N(Cc1oc(CC)nc1C)Cc1sc2ccccc2c1C,3.88,,
C=CC(=O)N(c1ccc(C2CCOC2)cc1)C(C(=O)NC(C)(C)C)c1cccnc1,4.33,,
C=CC(=O)N1CC(C(=O)N(C)CCNS(=O)(=O)c2ccccc2[N+](=O)[O-])C1,3.27,,
C=CC(=O)N1CC(C(=O)N(CCCC)Cc2nc3ccccc3c(=O)[nH]2)C1,3.63,,
C=CC(=O)N1CC(C(=O)N2CCN(S(=O)(=O)c3ccc(C(N)=O)o3)CC2)C1,1.8,,
C=CC(=O)N1CC(C(=O)NC(CC)CC)Oc2ccccc21,3.72,,
C=CC(=O)N1CC(C(=O)NCC(C)(O)Cn2cc(Br)cn2)C1,2.35,,
C=CC(=O)N1CC(C(=O)N[C@H]2COC[C@H]2Oc2cnn(-c3ccccc3)c2)C1,3.25,,
C=CC(=O)N1CC(C(=O)Nc2cnn(-c3cccc(Cl)c3)c2C(C)C)C1,3.58,,
C=CC(=O)N1CC(CC(=O)N(CCO)Cc2cnn(Cc3ccccc3)c2)C1,1.73,,
C=CC(=O)N1CC(CC(=O)NC(C)COc2ccc(C)cc2)C1,2.82,,
C=CC(=O)N1CC(CC(=O)NCCCNS(=O)(=O)c2ccccc2Cl)C1,4.1,,
C=CC(=O)N1CC(CC(=O)Nc2ccc(=O)n(Cc3cccc(Cl)c3)c2)C1,3.27,,
C=CC(=O)N1CC2(CCC(CNC(=O)C(C)Oc3ccc(C)cc3C)O2)C1,4.52,,
C=CC(=O)N1CC=C(c2c(OC)cc(OC)cc2OC)CC1,3.9,,
C=CC(=O)N1CCC(C(=O)N(Cc2cccnc2)Cc2ccccc2C)CC1,3.77,,
C=CC(=O)N1CCC(C(=O)N2CCC(NC(=O)c3cc(C)oc3C)CC2)CC1,2.5,,
C=CC(=O)N1CCC(C(=O)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)CC1,2.43,,
C=CC(=O)N1CCC(C(=O)N2CCC(n3cc(C(=O)OC)nn3)C2)CC1,1.85,,
C=CC(=O)N1CCC(C(=O)N2CCC=C(c3cnn(C)c3)C2)CC1,1.91,,
C=CC(=O)N1CCC(C(=O)N2CCCC(C)CC2)(c2ccccc2)CC1,5.82,1.85,
C=CC(=O)N1CCC(C(=O)N2CCCC2Cn2cnc3ccccc32)CC1,3.35,,
C=CC(=O)N1CCC(C(=O)N2CCCc3sc(Br)cc3C2)CC1,5.25,2.29,
C=CC(=O)N1CCC(C(=O)N2CCc3c(ncn3-c3ccccc3)C2)CC1,2.92,,
C=CC(=O)N1CCC(C(=O)NC(C)c2ccc3c(c2)NC(=O)CO3)CC1,2.94,,
C=CC(=O)N1CCC(C(=O)NC(C)c2n[nH]c(CC)n2)(c2ccccc2)CC1,4.24,,
C=CC(=O)N1CCC(C(=O)NC(CCO)c2cccs2)CC1,1.76,,
C=CC(=O)N1CCC(C(=O)NC2CCN(S(=O)(=O)CCC)CC2)CC1,1.88,,
C=CC(=O)N1CCC(C(=O)NC2COc3c(F)cc(F)cc3C2)CC1,4.09,,
C=CC(=O)N1CCC(C(=O)NCC(C)(O)C2CCCC2)CC1,2.28,,
C=CC(=O)N1CCC(C(=O)NCCC(=O)N2CCN(c3ccccc3)CC2)CC1,2.98,,
C=CC(=O)N1CCC(C(=O)NCc2cc(Cl)c3c(c2)OCCO3)CC1,2.82,,
C=CC(=O)N1CCC(C(=O)NCc2cc3c(cc2OC)OCO3)C1,2.79,,
C=CC(=O)N1CCC(C(=O)NCc2nnc(CC)s2)CC1,2.28,,
C=CC(=O)N1CCC(C(=O)NCc2nnc3ccc(N(C)C)nn23)CC1,2.28,,
C=CC(=O)N1CCC(C(=O)Nc2c(-c3ccccc3)nc3ccccn23)CC1,3.07,,
C=CC(=O)N1CCC(C(=O)Nc2cc(-c3ccc(Cl)s3)[nH]n2)CC1,2.25,,
C=CC(=O)N1CCC(C(=O)Nc2cc(C)n(-c3ccccc3)n2)CC1,2.86,,
C=CC(=O)N1CCC(C(=O)Nc2ccc3c(ccn3CCC)c2)CC1,2.57,,
C=CC(=O)N1CCC(C(=O)Nc2cccc(-c3nnnn3CC)c2)C1,2.45,,
C=CC(=O)N1CCC(C(=O)Nc2cnn(-c3cnc4ccccc4n3)c2)CC1,4.83,,
C=CC(=O)N1CCC(C(=O)Nc2cnn(C(C)C3CC3)c2)CC1,3.33,,
C=CC(=O)N1CCC(C(=O)Nc2nc3c(o2)CCCC3)CC1,2.97,,
C=CC(=O)N1CCC(CC(=O)N2CCC(N(C)C)CC2)CC1,2.48,,
C=CC(=O)N1CCCC(C(=O)N(C)C2CCN(c3cc(C)nc(C)n3)CC2)C1,1.66,,
C=CC(=O)N1CCCC(C(=O)N2CCCC(c3ocnc3C(=O)OC)C2)C1,2.7,,
C=CC(=O)N1CCCC(C(=O)N2CCN(c3nc(Br)n[nH]3)CC2)C1,2.57,,
C=CC(=O)N1CCCC(C(=O)N2CCN(c3snc(C)c3C#N)CC2)C1,1.94,,
C=CC(=O)N1CCCC(C(=O)N=S(C)(=O)c2cccc(Cl)c2)C1,4.45,,
C=CC(=O)N1CCCC(C(=O)NCc2cc(=O)nc(SC)[nH]2)C1,1.77,,
C=CC(=O)N1CCCC(C(=O)N[C@H](C)c2coc3c(F)cccc23)C1,4.65,,
C=CC(=O)N1CCCC(C(=O)N[C@H]2CCC(=O)N[C@@H]2C2CC2)C1,1.7,,
C=CC(=O)N1CCCC(C(=O)Nc2ccc3c(n2)NC(=O)CO3)C1,2.23,,
C=CC(=O)N1CCCC1C(=O)NCc1noc2c1CC(C)CC2,4.04,,
C=CC(=O)N1CCC[C@@H](C(=O)NCCc2cnc3c(Cl)cnn3c2)C1,3.15,,
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,,,0.6394469221630277
C=CC(=O)N1CCN(C(=O)C2CCCN(c3nc(C)cs3)C2)[C@@H](C)C1,3.43,,
C=CC(=O)N1CCN(C(=O)CC(O)c2ccc(Cl)c(Cl)c2)[C@@H](C)C1,3.99,,
C=CC(=O)N1CCN(C(=O)COc2ccc(Cl)cc2Cl)CC1,4.07,,
C=CC(=O)N1CCN(C(=O)c2cc(S(=O)(=O)NC)oc2C)[C@@H](C)C1,2.51,,
C=CC(=O)N1CCN(C(=O)c2ccc(Cn3cc(Cl)cn3)cc2)[C@@H](C)C1,1.89,,
C=CC(=O)N1CCN(C(=O)c2ccc(N3CCCNS3(=O)=O)cc2)[C@@H](C)C1,1.96,,
C=CC(=O)N1CCN(C(=O)c2csc(N=S(C)(=O)N(C)C)n2)[C@@H](C)C1,3.66,,
C=CC(=O)N1CCN(C(=O)c2nc(N3CCOCC3)ncc2Cl)[C@@H](C)C1,2.96,,
C=CC(=O)N1CCN(Cc2csc(C(C)(C)C)n2)CC1,4.28,,
C=CC(=O)N1CCS(=O)(=NS(=O)(=O)c2ccc(C)cc2)CC1,3.71,,
C=CC(=O)N1Cc2ccccc2CC1CNC(=O)C1=NOC(c2ccccc2)C1,4.63,,
C=CC(=O)NC(C)(C)CC(C)(NCCc1cnn(C)c1C)c1nnnn1C1CCCC1,4.64,,
C=CC(=O)NC(C)C1CCN(C(=O)CC2COc3ccccc3O2)CC1,4.63,,
C=CC(=O)NC(C)C1CN(C(=O)c2cccc(Cl)c2Cl)CCO1,4.22,,
C=CC(=O)NC(C)c1nc(-c2ccc(Cl)cc2)c(C)s1,4.66,,
C=CC(=O)NC(CNC(=O)c1nnc2ccccc2n1)c1ccc(C(C)C)cc1,5.37,,
C=CC(=O)NC(Cc1ccccc1)c1nc(-c2ccncc2)no1,3.95,,
C=CC(=O)NC(c1cccc(S(C)(=O)=O)c1)c1ccc(C)cc1C,4.33,,
C=CC(=O)NC1(CNC(=O)C(C)(C)c2c(C)noc2C)CCCCCC1,4.7,,
C=CC(=O)NC1(CNC(=O)[C@H]2CCCC[C@H]2c2ccccc2)CCOCC1,4.64,,
C=CC(=O)NC1CCCOC1C1CCN(C(=O)CCCc2sccc2C)CC1,5.01,1.99,
C=CC(=O)NC1CCN(Cc2ccc(OC)cc2OC)C1=O,3.33,,
C=CC(=O)NCC(=O)N1CCC2(CC1)OCCc1cc(Cl)sc12,3.5,,
C=CC(=O)NCC(=O)NCC1(c2cccc(Cl)c2F)CCCC1,4.88,,
C=CC(=O)NCC(=O)N[C@@H]1CC(C)(C)Oc2ccc(F)cc21,3.76,,
C=CC(=O)NCC(NC(=O)C1CC=Cc2ccccc21)c1ccc2ccccc2c1,5.21,4.65,
C=CC(=O)NCC(NC(=O)c1ccc2c(c1)CNC2=O)c1ccc2ccccc2c1,3.95,,
C=CC(=O)NCC1(NC(=O)c2cccc(CNC(C)=O)c2)CCCCC1,3.33,,
C=CC(=O)NCC1CCCCC1NC(=O)Cc1csc(C(C)(C)C)n1,5.22,2.69,
C=CC(=O)NCCC(=O)N1CCC(C(=O)Nc2cccc(C#N)c2)CC1,2.14,,
C=CC(=O)NCCC(=O)N1CCC(O)(c2scnc2Br)CC1,2.81,,
C=CC(=O)NCCC(=O)N1CCCC(c2nc3c(s2)CCC3)C1,4.11,,
C=CC(=O)NCCC(=O)N1CCCC1(C)Cc1ccc(Cl)c(Cl)c1,6.37,1.78,
C=CC(=O)NCCC(=O)N1CCN(C(=O)c2ccsc2)CC1,2.55,,
C=CC(=O)NCCC(=O)N1CCN(S(=O)(=O)c2csc(C)n2)CC1,2.6,,
C=CC(=O)NCCC(=O)N1CCN(c2c(C#N)cnc3ccccc23)CC1,3.83,,
C=CC(=O)NCCC(=O)N1CCN(c2cc(Cl)c(Cl)c(Cl)c2)CC1,4.08,,
C=CC(=O)NCCC(=O)N1CCc2c(ccc(Br)c2F)C1,4.26,,
C=CC(=O)NCCC(=O)N1C[C@@H](c2ccc(F)cc2)O[C@@H](C)C1,3.44,,
C=CC(=O)NCCC(=O)N1C[C@H](CO)[C@@H](c2cnn(C)c2)C1,1.67,,
C=CC(=O)NCCC(=O)N[C@H]1CC[C@@H](S(C)(=O)=O)CC1,2.36,,
C=CC(=O)NCCNC(=O)[C@@H]1CCCN1C1=NS(=O)(=O)c2ccccc21,2.73,,
C=CC(=O)NCCc1ccc(OCC(=O)Nc2ccc(C)cc2)cc1,4.35,,
C=CC(=O)NCCc1ccc2ccn(S(=O)(=O)c3ccc(C)cc3)c2c1,4.89,,
C=CC(=O)NCCc1noc(COc2ccc(Cl)cc2)n1,4.45,,
C=CC(=O)NC[C@H]1CN(C(=O)Cc2cccc3ccccc23)C[C@@H]1OCC,4.5,,
C=CC(=O)NC[C@]1(c2ccccc2)C[C@@H](NC(=O)c2cnc(C3CCCO3)s2)C1,3.49,,
C=CC(=O)NC[C@]1(c2ccccc2)C[C@@H](NC(=O)c2nc3nc(C)cc(C)n3n2)C1,1.88,,
C=CC(=O)NCc1c(Cl)cccc1N(C)Cc1cccnc1,5.25,2.74,
C=CC(=O)NCc1ccc(-c2nc(-c3ccc(CN(C)C)cc3)no2)cc1,3.91,,
C=CC(=O)NCc1ccc(C(=O)N(C2CC2)C2CC(=O)NC2=O)cc1,1.7,,
C=CC(=O)NCc1ccc(C(=O)N(c2cc(C)ccc2C)C2CCOCC2)cc1,4.29,,
C=CC(=O)NCc1ccc(C(=O)N2CCN(C3=NCCS3)CC2)cc1,3.36,,
C=CC(=O)NCc1ccc(C(=O)N2COC[C@@]3(COC[C@@H]4CCCN43)C2)cc1,3.05,,
C=CC(=O)NCc1ccc(C(=O)N2C[C@H](CO)[C@@H](c3ccsc3)C2)cc1,2.68,,
C=CC(=O)NCc1ccc(C(=O)NCC2(C)COc3ccccc3O2)cc1,4.1,,
C=CC(=O)NCc1ccc(C(=O)NCC2CCCC23CCOCC3)cc1,3.69,,
C=CC(=O)NCc1ccc(C(=O)NCCc2cnc3ccccc3c2)cc1,3.41,,
C=CC(=O)NCc1ccc(C(=O)Nc2ccc(F)cc2N2CCOCC2)cc1,3.44,,
C=CC(=O)NCc1ccc(C(=O)Nc2ncc(C3(O)CCC3)s2)cc1,1.71,,
C=CC(=O)NCc1ccc(NC(=O)CCN(C)Cc2ccccc2)cc1,3.49,,
C=CC(=O)NCc1ccc(S(=O)(=O)N2CCCCC2)s1,3.99,,
C=CC(=O)NCc1ccccc1-c1ccc(CN2CCCC2=O)cc1,4.56,,
C=CC(=O)NCc1ccccc1C(=O)N1CCN(S(=O)(=O)Cc2ccon2)CC1,3.66,,
C=CC(=O)NCc1ccccc1C(=O)NC1(c2noc(C)n2)CCCCC1,4.31,,
C=CC(=O)NCc1ccccc1C(=O)NCc1cc(C2CC2)nn1C,3.27,,
C=CC(=O)NCc1ccccc1CC(=O)N1CCC(C(=O)NCc2ccc(OC)cc2)CC1,4.06,,
C=CC(=O)NCc1ccccc1CC(=O)NCCc1nnc2c(=O)[nH]ccn12,1.68,,
C=CC(=O)N[C@@H](Cc1ccccc1)C(=O)NCc1ccccn1,3.99,,
C=CC(=O)N[C@@H]1CCCN(C(=O)Cn2cc(C3CCOC3)cn2)C1,2.37,,
C=CC(=O)N[C@@H]1CN(C(=O)Cn2nnc(C3CC3)n2)C[C@H]1CC(C)(C)C,4.25,,
C=CC(=O)N[C@H]1CN(C(=O)Cc2noc3ccc(F)cc23)C[C@@H]1C1CC1,3.52,,
C=CC(=O)Nc1cc(F)cc(NC2CCN(S(C)(=O)=O)CC2)c1,3.85,,
C=CC(=O)Nc1cc(NC(=O)C23CCN(C2)S(=O)(=O)C3)ccc1F,3.04,,
C=CC(=O)Nc1cc(NC(=O)Cc2c[nH]c3cc(F)ccc23)ccc1F,4.01,,
C=CC(=O)Nc1cc(NC(=O)Cc2ccc(O)c(OC)c2)ccc1F,3.92,,
C=CC(=O)Nc1cc(NC(=O)c2cc3c([nH]c2=O)CCC(C)(C)C3)ccc1F,2.58,,
C=CC(=O)Nc1cc(NC(=O)c2nc(C3CC3)oc2C)ccc1F,4.35,,
C=CC(=O)Nc1ccc(C(=O)N(C)C2CCCc3nc(C)sc32)cc1,3.33,,
C=CC(=O)Nc1ccc(C(=O)N(C)CC2(C)CCCO2)cc1,3.52,,
C=CC(=O)Nc1ccc(C(=O)N2CCOC(c3ccc(F)c(Br)c3)C2)cc1,4.38,,
