name,is_unblind,truth_if_unblind,group_label,scaf_train_freq,nn_sim_train,best_pred_nb390,logp,fsp3,mw,tpsa,formal_charge,num_aromatic_rings,sa_score,qed,chemprop_disagreement_std,nn_sim_train,classifier_score,predicted_class,used_in_training
OADMET-0006574,True,5.405,F2_gate_active,0,0.49056605,5.587444224969848,3.1697000000000015,0.42857142857142855,387.50100000000026,55.84,0,2,3.139589276552101,0.7907817556034561,0.1137066344044333,0.49056605,0.9680570492443196,F2_gate_active,True
OADMET-0006573,True,4.775,mid,0,0.43283582,4.58400126372004,3.426700000000002,0.47368421052631576,325.4120000000002,56.27000000000001,0,2,3.127471302861707,0.8450578227827511,0.2181738592307023,0.43283582,0.9744267372346734,F2_gate_active,False
OADMET-0006572,False,,,0,0.54545456,4.1685430751842185,3.0096000000000007,0.2631578947368421,341.36300000000006,87.07000000000001,0,2,2.7508162851179794,0.8925143209503279,0.220687410269423,0.54545456,0.9327650950800942,F2_gate_active,False
OADMET-0006571,False,,,0,0.42028984,4.938802715678548,2.41702,0.4117647058823529,348.4240000000001,87.57000000000001,0,2,3.2780510447906703,0.9166421190488908,0.5024150253348875,0.42028984,0.9767271685818526,F2_gate_active,False
OADMET-0006570,True,4.84,mid,0,0.4920635,5.154316055072563,2.854400000000001,0.5882352941176471,354.47200000000015,75.71000000000001,0,1,2.006620969670493,0.7787476572094016,0.325987192522038,0.4920635,0.9791791069504872,F2_gate_active,False
OADMET-0006568,True,5.105,F2_gate_active,0,0.5205479,5.063249219904662,2.0585999999999993,0.631578947368421,344.4590000000002,65.54,0,1,3.2333736235349617,0.9079078357042498,0.3688016286771262,0.5205479,0.9957623215699619,F2_gate_active,True
OADMET-0006567,True,4.835,mid,0,0.48214287,4.969472672883855,2.5897000000000006,0.5333333333333333,364.38900000000024,75.27,0,1,2.046710426367641,0.8432870615211454,0.2452176330217426,0.48214287,0.9608341484081382,F2_gate_active,False
OADMET-0006565,True,4.975,mid,0,0.46575344,5.03825045363018,2.6152000000000006,0.6666666666666666,317.43300000000005,54.46000000000001,0,1,3.419377486609342,0.9309127921985326,0.2600028712316293,0.46575344,0.9813541068215047,F2_gate_active,False
OADMET-0006564,True,5.13,F2_gate_active,0,0.537037,5.206862277279737,2.715740000000001,0.35714285714285715,329.37200000000007,55.2,0,2,2.4663429139012276,0.8473770874853195,0.1595529969417614,0.537037,0.9900354948039636,F2_gate_active,True
OADMET-0006562,False,,,0,0.5409836,5.125180159236156,2.6130000000000004,0.3076923076923077,343.86100000000005,55.2,0,2,2.8379716517229134,0.8604073706809695,0.407522466291444,0.5409836,0.9846677321895086,F2_gate_active,False
OADMET-0006561,True,5.305,F2_gate_active,0,0.45588234,5.281594542448698,3.0135000000000014,0.631578947368421,398.5250000000003,84.94000000000001,0,1,2.1810379618380225,0.6911053120874562,0.2872018619966038,0.45588234,0.9807356029145918,F2_gate_active,True
OADMET-0006560,False,,,0,0.5614035,4.812763039594635,2.3223000000000003,0.5,321.406,89.77,0,2,2.7064830040972243,0.912489239550442,0.1618361831774427,0.5614035,0.3048373010707154,uncertain,False
OADMET-0006559,True,4.245,mid,0,0.5,4.872663932031735,2.5928000000000004,0.09090909090909091,334.184,81.17999999999999,0,2,2.237774816370459,0.9294070951500919,0.4453822796857942,0.5,0.9747742037387971,F2_gate_active,False
OADMET-0006558,False,,,0,0.5409836,5.0712280048577885,2.5764400000000007,0.4,337.47,55.2,0,2,2.9782262575650673,0.8648566689987656,0.3118559500066388,0.5409836,0.8940892380367846,F2_gate_active,False
OADMET-0006556,False,,,0,0.5285714,4.817958383720517,3.129220000000002,0.5882352941176471,316.40500000000003,64.16,0,2,3.2378324296920082,0.8690457785710372,0.1106240101800185,0.5285714,0.9481130257601894,F2_gate_active,False
OADMET-0006555,True,5.335,F2_gate_active,0,0.49019608,5.331459838185692,3.185640000000002,0.2857142857142857,295.42900000000003,37.38,0,2,2.072709002696115,0.8684623994236988,0.3365490436729508,0.49019608,0.9704809640264912,F2_gate_active,True
OADMET-0006554,False,,,0,0.43283582,5.735421874923632,2.0563000000000002,0.5882352941176471,332.42500000000007,70.4,0,1,4.307233571581955,0.8309866317176877,0.3962860832746375,0.43283582,0.9782119648032003,F2_gate_active,False
OADMET-0006551,False,,,0,0.51666665,5.009851776553905,3.2281000000000013,0.3,337.42299999999994,75.42999999999999,0,2,1.9418377746381807,0.9020664362252732,0.250561787513524,0.51666665,0.9446526391251449,F2_gate_active,False
OADMET-0006550,False,,,0,0.5072464,5.634029107341871,2.844400000000001,0.3157894736842105,374.46200000000005,86.71000000000001,0,2,2.8611460219214813,0.8615134365925219,0.1607788755822692,0.5072464,0.7301068577356956,F2_gate_active,False
OADMET-0006549,False,,,0,0.5692308,5.13633253454625,3.713820000000002,0.2,393.4720000000001,81.41,0,4,2.647270038658945,0.41114002370691227,0.3800154653204226,0.5692308,0.9665793528413713,F2_gate_active,False
OADMET-0006548,True,4.065,mid,0,0.47619048,4.649076296243585,2.4141000000000004,0.46153846153846156,287.26199999999994,56.790000000000006,0,1,2.5203669432338742,0.9032429911260793,0.2436848261337381,0.47619048,0.7647849400529249,F2_gate_active,False
OADMET-0006547,True,4.925000000000001,mid,0,0.5322581,5.0495553055850255,2.1446999999999994,0.3125,295.34599999999995,57.760000000000005,0,3,2.5792596885477046,0.7397462983602953,0.5310707280041355,0.5322581,0.8763084690658776,F2_gate_active,False
OADMET-0006539,True,5.390000000000001,F2_gate_active,0,0.47887325,5.180026523974305,2.3657000000000004,0.3684210526315789,389.47700000000026,88.59999999999998,0,2,2.485944012514466,0.8193363789843827,0.2246478615536436,0.47887325,0.9512319776434475,F2_gate_active,True
OADMET-0006536,True,4.605,mid,0,0.4347826,4.945699608431563,1.8431999999999995,0.5625,356.4440000000002,84.94000000000001,0,1,2.587551259524762,0.8057412053497774,0.2499940115035135,0.4347826,0.9731727708083875,F2_gate_active,False
OADMET-0006535,False,,,0,0.5131579,4.90071726450604,3.6007000000000016,0.2631578947368421,383.83900000000017,81.92999999999999,0,3,2.2331549559208614,0.6736485746966964,0.2738906702639627,0.5131579,0.958790567778477,F2_gate_active,False
OADMET-0006534,True,2.8200000000000003,,0,0.5535714,4.822453990847944,1.2182999999999995,0.42857142857142855,309.3910000000001,88.16,0,1,3.429799741749406,0.8185559374178367,0.3310055780765282,0.5535714,0.02496342912436978,F2_dead,True
OADMET-0006531,True,5.955,F2_gate_active,0,0.52307695,5.087134384641881,2.962900000000001,0.36363636363636365,390.4910000000001,67.15,0,3,2.3720241430226157,0.6851641968958069,0.1923868745750417,0.52307695,0.9938838194370974,F2_gate_active,True
OADMET-0006530,True,5.445,F2_gate_active,0,0.51428574,5.491517406143248,2.6257200000000003,0.5,325.41599999999994,54.260000000000005,0,2,2.6687459261619644,0.8669879419275387,0.2133981403967416,0.51428574,0.9827201869558092,F2_gate_active,True
OADMET-0006529,True,5.375,F2_gate_active,0,0.5070422,5.198423240014562,2.1826999999999996,0.4117647058823529,315.373,67.59,0,2,3.299351956319229,0.9388545116467218,0.1925548509462765,0.5070422,0.9469677116694607,F2_gate_active,True
OADMET-0006528,False,,,0,0.5,4.114322096561224,0.41499999999999965,0.25,349.41200000000003,88.47999999999999,0,2,2.137358678115893,0.8183160344550134,0.3091076796960801,0.5,0.08403126498612716,F2_dead,False
OADMET-0006526,False,,,0,0.45454547,4.817264899935411,2.0285200000000003,0.375,334.39700000000005,87.57000000000001,0,2,2.6182870746624243,0.9277410299556039,0.4079423826899432,0.45454547,0.9898876046185857,F2_gate_active,False
OADMET-0006524,False,,,0,0.42424244,5.253184238717546,3.021700000000001,0.35294117647058826,347.36900000000014,70.15,0,2,2.7688612696214587,0.8919189484025719,0.4114417159473646,0.42424244,0.9892002595618405,F2_gate_active,False
OADMET-0006523,True,4.76,mid,0,0.4923077,5.374988862977808,4.179720000000002,0.29411764705882354,329.787,60.06,0,3,2.6392355771696376,0.7668701852354137,0.3798159805788572,0.4923077,0.962067107695216,F2_gate_active,False
OADMET-0006522,True,5.625,F2_gate_active,0,0.45,5.3149586754713605,3.3641000000000014,0.23529411764705882,399.29900000000015,75.27,0,2,1.9055776575813237,0.7823648943359931,0.0782093759947931,0.45,0.9119184090471316,F2_gate_active,True
OADMET-0006520,True,4.845000000000001,mid,0,0.50769234,4.783734522738318,2.7878000000000007,0.4666666666666667,273.33600000000007,62.13,0,2,3.1896861156915364,0.9147861788444601,0.4504574421060281,0.50769234,0.9116627223380992,F2_gate_active,False
OADMET-0006518,False,,,0,0.52238804,5.513512863728176,4.283600000000003,0.5909090909090909,367.49300000000005,59.230000000000004,0,2,2.7369865327573795,0.7643422380992859,0.1956254038560891,0.52238804,0.9597576990305571,F2_gate_active,False
OADMET-0006517,True,4.244999999999999,mid,0,0.3970588,4.797269172267988,1.5091999999999999,0.5625,353.444,78.95000000000002,0,1,3.0102412710058184,0.8740460929751829,0.2271502996442734,0.3970588,0.4505174236913515,uncertain,False
OADMET-0006516,False,,,0,0.47142857,5.287048484371259,4.008300000000003,0.25,385.46700000000004,54.34,0,3,2.845619033164567,0.7247103624455516,0.0424272531676599,0.47142857,0.9133397488046785,F2_gate_active,False
OADMET-0006515,True,5.23,F2_gate_active,0,0.46575344,4.730074152247832,1.6753,0.6,313.348,65.46000000000001,0,1,3.0180334898967844,0.8678264486933649,0.3449784081173779,0.46575344,0.8859386280376099,F2_gate_active,True
OADMET-0006514,True,2.725,,0,0.5,4.826028558667669,3.0230000000000006,0.1875,332.31,80.03999999999999,0,3,2.978407516700422,0.769498643319176,0.1420875285355576,0.5,0.0766642289513835,F2_dead,True
OADMET-0006513,False,,,0,0.53521127,5.044177110220179,3.1229000000000013,0.6111111111111112,329.44800000000004,55.95,0,2,3.0969227527374317,0.8466697495775362,0.1923578633421637,0.53521127,0.9780163038084368,F2_gate_active,False
OADMET-0006511,True,3.655,mid,0,0.5625,4.590629044952814,1.3797999999999992,0.3333333333333333,334.4010000000001,93.09,0,2,2.4241674652815277,0.8832243494412185,0.3673612194903844,0.5625,0.3921055942695193,uncertain,False
OADMET-0006509,False,,,0,0.5263158,4.539729804659999,1.8974199999999997,0.46153846153846156,307.37899999999996,89.77,0,2,2.6069743896629394,0.9313674157046268,0.1834389479793227,0.5263158,0.2214812483706577,F2_dead,False
OADMET-0006507,True,4.465,mid,0,0.484375,4.69215599144809,2.0332,0.3333333333333333,368.8460000000002,93.09,0,2,2.5010766616249214,0.8630730844170615,0.2098470538077871,0.484375,0.986425360393509,F2_gate_active,False
OADMET-0006506,True,2.2,,0,0.5714286,4.13721455439517,3.7764000000000015,0.35,339.439,71.09,0,2,1.965743324088729,0.841236646768205,0.0671558870795161,0.5714286,0.05679717981144152,F2_dead,True
OADMET-0006505,False,,,0,0.4848485,4.259527701383303,2.5758600000000005,0.375,343.4120000000001,77.05000000000001,0,3,2.7009504510488416,0.7145879296384485,0.3100091570827467,0.4848485,0.9683510567634194,F2_gate_active,False
OADMET-0006503,False,,,0,0.42857143,5.437461338134841,3.4596000000000027,0.42105263157894735,324.428,61.92,0,2,3.150552916329495,0.8459045996203419,0.3176156501684936,0.42857143,0.9435848997237467,F2_gate_active,False
OADMET-0006501,True,4.27,mid,0,0.47540984,4.437331711013025,1.1858000000000004,0.5294117647058824,415.46600000000007,87.53999999999999,0,2,2.8590960301674357,0.7658130979077282,0.2314926858004636,0.47540984,0.2166711818925137,F2_dead,False
OADMET-0006500,False,,,0,0.54285717,5.575127790675809,3.2910000000000013,0.6111111111111112,329.448,66.81,0,2,3.2729338083192507,0.9393626444983876,0.3154790145038145,0.54285717,0.9701207363687786,F2_gate_active,False
OADMET-0006498,False,,,0,0.5423729,4.845076645975176,3.062400000000002,0.8125,291.39500000000004,59.230000000000004,0,1,2.199057764352766,0.8551177246205937,0.3661202472403844,0.5423729,0.9846642800033246,F2_gate_active,False
OADMET-0006497,False,,,0,0.53846157,4.613753375893906,1.7196,0.7368421052631579,380.4890000000002,90.98,0,0,2.8801163464534074,0.7267630393233886,0.5602716698079384,0.53846157,0.9589500875771292,F2_gate_active,False
OADMET-0006496,False,,,0,0.53424656,4.780109823948249,2.3379000000000003,0.3333333333333333,330.7790000000001,84.73,0,2,2.729526281849573,0.8425965020497334,0.4588806515693486,0.53424656,0.9547200131993702,F2_gate_active,False
OADMET-0006495,False,,,0,0.359375,4.929173534727374,2.2656,0.4375,336.41300000000007,83.64,0,2,3.274268084277808,0.9257478291786494,0.0736260795119205,0.359375,0.7273082592754022,F2_gate_active,False
OADMET-0006494,True,4.295,mid,0,0.509434,5.2187563251199975,2.04396,0.4666666666666667,322.4340000000001,68.09,0,2,2.3179074510589874,0.8446363747582174,0.1489680278361614,0.509434,0.11993947703319432,F2_dead,False
OADMET-0006491,False,,,0,0.530303,5.456983881486959,4.276300000000004,0.8181818181818182,376.5410000000002,58.64,0,0,3.8915604113690465,0.7288499304892361,0.5255607152277025,0.530303,0.9867753387559313,F2_gate_active,False
OADMET-0006489,False,,,0,0.46969697,5.05119734172853,2.6094,0.7894736842105263,352.4750000000002,78.87,0,0,3.5283144469561405,0.7456374841689583,0.5427815120640284,0.46969697,0.9873159960719385,F2_gate_active,False
OADMET-0006488,False,,,0,0.5131579,5.2169134229045735,2.9467000000000017,0.5294117647058824,361.83300000000014,81.92999999999999,0,2,2.956546395008088,0.8194306013011556,0.350714485819117,0.5131579,0.5393546285677383,uncertain,False
OADMET-0006487,False,,,0,0.5555556,5.07909109171746,2.56142,0.47368421052631576,385.49300000000005,72.62,0,3,3.052086175614524,0.507670517907737,0.2922473107555845,0.5555556,0.6206629306404235,uncertain,False
OADMET-0006486,False,,,0,0.55172414,4.567675607921766,3.1306400000000014,0.26666666666666666,326.38500000000005,82.0,0,4,3.038982004732353,0.4223179911569111,0.399548682018518,0.55172414,0.7935164240406052,F2_gate_active,False
OADMET-0006485,False,,,0,0.53968257,5.261527187733274,3.638600000000003,0.8,348.4870000000002,58.64,0,0,3.3485905872337733,0.7892452576760126,0.4308375692292792,0.53968257,0.9910143371812075,F2_gate_active,False
OADMET-0006484,True,5.51,F2_gate_active,0,0.46478873,5.467329520368576,3.182280000000002,0.42105263157894735,322.41200000000003,61.92,0,2,2.521809727066941,0.8098505478431716,0.0961441245743919,0.46478873,0.9403061187413757,F2_gate_active,True
OADMET-0006481,False,,,0,0.484375,5.272767951693137,3.496100000000003,0.7894736842105263,336.47600000000017,58.64,0,0,2.890227755913095,0.7818528630854618,0.7708140587240437,0.484375,0.9830365215612603,F2_gate_active,False
OADMET-0006479,False,,,0,0.48333332,4.024033631824635,2.8780800000000015,0.5882352941176471,339.36099999999993,39.5,0,1,2.4977723967502,0.8306150213316069,0.4561118440396726,0.48333332,0.9953188385004429,F2_gate_active,False
OADMET-0006478,False,,,0,0.4848485,5.614553086482312,4.6129400000000045,0.2631578947368421,338.432,46.34,0,3,2.3254321350936973,0.6851502526032904,0.3576268216490202,0.4848485,0.9663239673134822,F2_gate_active,False
OADMET-0006477,True,5.35,F2_gate_active,0,0.45945945,5.151201165029232,2.5656800000000004,0.3157894736842105,348.4100000000001,87.17999999999999,0,3,2.729681412540584,0.7258037989491718,0.433366993757268,0.45945945,0.9846139435263386,F2_gate_active,True
OADMET-0006472,True,1.755,,0,0.578125,4.128311637279348,3.791400000000002,0.43478260869565216,395.50300000000016,80.32000000000001,0,2,3.013130495711378,0.7474116957794831,0.2922217710031179,0.578125,0.04299917931062291,F2_dead,True
OADMET-0006471,False,,,0,0.45454547,4.857269218386804,4.000220000000003,0.2777777777777778,420.28600000000006,64.74000000000001,0,3,2.409308520022144,0.6558770439510182,0.1246363488891576,0.45454547,0.975458063925182,F2_gate_active,False
OADMET-0006465,False,,,0,0.42424244,4.985813192042008,2.7726000000000006,0.9444444444444444,326.48100000000017,61.8,0,0,3.439895810404084,0.8153750968577352,0.458199736286326,0.42424244,0.9921221227370559,F2_gate_active,False
OADMET-0006464,False,,,0,0.453125,4.859008019116462,1.4929000000000001,0.4666666666666667,320.37000000000006,98.47,0,1,4.287509697868084,0.9095403107437453,0.4958733937245053,0.453125,0.053076893006467535,F2_dead,False
OADMET-0006461,True,5.34,F2_gate_active,0,0.49295774,4.803727156962896,2.2245,0.5882352941176471,319.40500000000003,73.22,0,1,3.7041219647723143,0.6444008012444105,0.4942095312142469,0.49295774,0.9374976136091927,F2_gate_active,True
OADMET-0006458,True,1.945,,0,0.5,4.5098912103659625,2.3037,0.4375,299.37800000000004,63.050000000000004,0,2,2.7784835709632585,0.9443623112288484,0.2588713578477536,0.5,0.06060693356321629,F2_dead,True
OADMET-0006457,False,,,0,0.5147059,6.046211810410023,3.6320200000000025,0.4444444444444444,313.40100000000007,58.36000000000001,0,2,3.2059637230140723,0.920729155319784,0.3115743527256322,0.5147059,0.8575732829606286,F2_gate_active,False
OADMET-0006456,False,,,0,0.49295774,5.496989199410592,3.775900000000002,0.3333333333333333,350.41800000000006,69.64,0,2,3.1851844834599428,0.8223034777525841,0.2563387446082825,0.49295774,0.36818922622044586,uncertain,False
OADMET-0006455,True,6.225,F2_gate_active,0,0.43283582,4.8011091705178846,3.7599000000000027,0.7777777777777778,319.449,56.269999999999996,0,1,3.5672750332423053,0.8649455390295889,0.1540356339578723,0.43283582,0.9857943689465227,F2_gate_active,True
OADMET-0006454,False,,,0,0.5070422,5.501904343954722,2.4702200000000003,0.47368421052631576,343.4270000000002,76.38000000000001,0,2,2.7723517068793164,0.8447025257782368,0.197524987809786,0.5070422,0.6819190551650557,uncertain,False
OADMET-0006453,True,5.135,F2_gate_active,0,0.5714286,5.558839817313212,2.9209000000000014,0.26666666666666666,334.42199999999997,75.27,0,2,2.785321620214054,0.9025303728453696,0.2480472803286333,0.5714286,0.9242698994895321,F2_gate_active,True
OADMET-0006452,True,4.72,mid,0,0.53571427,4.698740781525384,1.2858199999999997,0.5,296.39199999999994,66.48,0,1,1.946399861325503,0.8043536638168004,0.3403283656128119,0.53571427,0.039195088742523386,F2_dead,False
OADMET-0006450,False,,,0,0.4915254,4.242292024663932,2.591800000000001,0.75,290.4110000000001,45.400000000000006,0,1,3.06300849056926,0.7800001967843442,0.402002353699031,0.4915254,0.9673240645774531,F2_gate_active,False
OADMET-0006449,True,4.465,mid,0,0.58181816,5.244487855647619,2.6697000000000006,0.26666666666666666,334.422,75.27000000000001,0,2,2.748187128898916,0.902466973521863,0.0604115306666169,0.58181816,0.7828896557432558,F2_gate_active,False
OADMET-0006448,False,,,0,0.530303,4.861175691575357,2.5398000000000005,0.3333333333333333,346.434,49.64,0,3,2.8845214267797807,0.7897768225668407,0.2874831114407248,0.530303,0.8484700015540764,F2_gate_active,False
OADMET-0006447,False,,,0,0.4225352,5.234508817908811,3.9612000000000016,0.25,383.40200000000016,71.84,0,3,2.76927667806091,0.7163314554110648,0.0752183365725557,0.4225352,0.8543904434866982,F2_gate_active,False
OADMET-0006443,True,4.6850000000000005,mid,0,0.56666666,4.961000003848485,1.9108199999999997,0.2857142857142857,305.35900000000004,81.18,0,2,2.520369005047554,0.9365148003177312,0.1097198940611856,0.56666666,0.4510605446497017,uncertain,False
OADMET-0006442,True,4.75,mid,0,0.53061223,4.799888449769366,1.48082,0.5,297.384,81.81,0,2,2.9863134731853425,0.9300452793346677,0.6170508317061024,0.53061223,0.013046393466996887,F2_dead,False
OADMET-0006439,True,1.745,,0,0.47619048,4.250006435665425,3.1618000000000013,0.3684210526315789,322.4120000000001,54.18,0,3,2.9892024683159715,0.8046067554688731,0.3400285148101774,0.47619048,0.08042106579714575,F2_dead,True
OADMET-0006438,False,,,0,0.53846157,5.876152453257338,3.871820000000003,0.35,341.40700000000015,59.0,0,2,2.9118693572632246,0.9205159339804342,0.3221320701623271,0.53846157,0.8765609801983856,F2_gate_active,False
OADMET-0006437,False,,,0,0.46376812,5.519985290658473,4.891140000000004,0.2631578947368421,374.41200000000003,46.34,0,3,2.5737154747112907,0.6414914049871285,0.2499595780092554,0.46376812,0.9577601254126147,F2_gate_active,False
OADMET-0006436,False,,,0,0.48214287,5.071217237153772,4.001140000000003,0.3333333333333333,346.43700000000007,80.91000000000001,0,3,2.527170068831822,0.7720014095887425,0.3520077298414489,0.48214287,0.9608207741949615,F2_gate_active,False
OADMET-0006433,True,1.845,,0,0.5423729,4.255947383629281,4.165700000000003,0.38095238095238093,387.4300000000002,71.09,0,2,2.446379112335496,0.8090737592889273,0.2845840156570561,0.5423729,0.07254678781138205,F2_dead,True
OADMET-0006431,True,4.005,,0,0.52307695,4.323664530726899,1.3253999999999992,0.625,387.5270000000003,95.57999999999998,0,1,2.292724258928539,0.6249384007509925,0.4624550415640003,0.52307695,0.4491780312819653,uncertain,False
OADMET-0006427,True,3.38,F2_dead,0,0.50769234,4.68275102523316,1.4840000000000002,0.375,325.3760000000001,89.17,0,3,2.9084036421071264,0.7245131437276235,0.5691581016453152,0.50769234,0.026751545753493637,F2_dead,True
OADMET-0006426,False,,,0,0.50793654,4.693693156869548,2.1033999999999997,0.38095238095238093,434.53700000000026,72.96,0,2,2.162793812957972,0.7559053386247817,0.248019616566437,0.50793654,0.9358460026641993,F2_gate_active,False
OADMET-0006425,False,,,0,0.57377046,4.900329470730651,3.292440000000002,0.3157894736842105,424.9060000000003,95.94,0,2,2.330021730476849,0.7641144258213863,0.1220773653352901,0.57377046,0.6952309716289177,uncertain,False
OADMET-0006424,True,5.38,F2_gate_active,0,0.5535714,5.804232947379352,4.753520000000003,0.3333333333333333,361.40999999999997,46.17,0,2,2.710471534760435,0.8538573217664723,0.1983096210698635,0.5535714,0.9794401124630195,F2_gate_active,True
OADMET-0006423,False,,,0,0.52380955,5.180237097536121,3.462200000000002,0.19047619047619047,346.3860000000001,43.7,0,3,2.666335357585817,0.7136808262117349,0.1828923222757413,0.52380955,0.9886009354709447,F2_gate_active,False
OADMET-0006421,False,,,0,0.515625,4.963568122653768,3.493120000000002,0.47058823529411764,328.44100000000003,52.31,0,3,3.399112026925513,0.5418730736395959,0.3872945407974772,0.515625,0.9618396157101944,F2_gate_active,False
OADMET-0006419,False,,,0,0.46938777,4.562803746021312,3.2989000000000015,0.25,306.28700000000003,33.2,0,2,2.083055863390232,0.8097153745431227,0.4621859116465616,0.46938777,0.9496579627302638,F2_gate_active,False
OADMET-0006417,False,,,0,0.53333336,4.794831636616506,3.493120000000002,0.47058823529411764,328.44100000000003,52.31,0,3,3.1413604099092645,0.5439830189566133,0.4068778998460459,0.53333336,0.9603082216612553,F2_gate_active,False
OADMET-0006415,True,5.505000000000001,F2_gate_active,0,0.49056605,5.339616349659988,3.6705000000000014,0.0,342.2070000000001,74.85,0,3,2.221038666064503,0.7625744961498743,0.3517655011160519,0.49056605,0.9832661477406011,F2_gate_active,True
