gate_member_id,name,in_gate,in_gate_nb390,is_unblind,truth_if_unblind,group_label,scaf_train_freq,nn_sim_train,best_pred,best_pred_nb390,logp,mw,scaffold
51,OADMET-0006565,True,True,True,4.975,mid,0,0.46575344,5.0242686,5.03825045363018,2.6152000000000006,317.43300000000005,O=C(NC1CCOC1)c1ccnc(N2CCCCC2)c1
52,OADMET-0006564,True,True,True,5.13,F2_gate_active,0,0.537037,5.2435026,5.206862277279737,2.715740000000001,329.37200000000007,O=S(=O)(NCc1ncc[nH]1)c1ccccc1
53,OADMET-0006562,True,True,False,,,0,0.5409836,4.9404974,5.125180159236156,2.6130000000000004,343.86100000000005,O=S(=O)(c1cccs1)N1CCC=C(c2cn[nH]c2)C1
54,OADMET-0006561,True,True,True,5.305,F2_gate_active,0,0.45588234,5.231824,5.281594542448698,3.0135000000000014,398.5250000000003,O=C(COC1CCCCC1)Nc1ccccc1
55,OADMET-0006560,True,True,False,,,0,0.5614035,4.7247233,4.812763039594635,2.3223000000000003,321.406,O=S(=O)(Nc1cncnc1)c1cnn(C2CCC2)c1
56,OADMET-0006559,True,True,True,4.245,mid,0,0.5,4.6767893,4.872663932031735,2.5928000000000004,334.184,O=S(=O)(Nc1ncccn1)c1ccccc1
57,OADMET-0006558,True,True,False,,,0,0.5409836,5.0860643,5.0712280048577885,2.5764400000000007,337.47,O=S(=O)(c1cccs1)N1CCC=C(c2cn[nH]c2)C1
58,OADMET-0006557,False,False,True,4.63,,11,0.43939394,4.972142,5.053719332001426,2.4849000000000006,455.55800000000016,O=S(=O)(Nc1ccccc1)c1ccccc1
59,OADMET-0006556,True,True,False,,,0,0.5285714,4.7813797,4.817958383720517,3.129220000000002,316.40500000000003,O=C(c1cnco1)N1CCCCC1c1ncc[nH]1
60,OADMET-0006555,True,True,True,5.335,F2_gate_active,0,0.49019608,5.222422,5.331459838185692,3.185640000000002,295.42900000000003,O=S(=O)(NCc1ccsc1)c1ccccc1
61,OADMET-0006554,True,True,False,,,0,0.43283582,6.22411,5.735421874923632,2.0563000000000002,332.42500000000007,O=S(=O)(c1ccccc1)N1CC2(CCC2)C2COCC21
62,OADMET-0006553,False,False,False,,,1,0.5555556,3.3680282,4.412199491785251,2.7170000000000005,387.383,O=C(NCCc1ccccc1)Nc1ccccc1
63,OADMET-0006552,False,False,True,5.41,,3,0.6393443,5.197166,5.099384817496647,2.734400000000001,330.40000000000003,c1ccc(N2CCCC2)cc1
64,OADMET-0006551,True,True,False,,,0,0.51666665,4.9642773,5.009851776553905,3.2281000000000013,337.42299999999994,O=C(c1ccccc1)N1CCCCCc2ccccc21
65,OADMET-0006550,True,True,False,,,0,0.5072464,5.4038086,5.634029107341871,2.844400000000001,374.46200000000005,O=C(c1ccccc1)N1CCCc2ccccc21
66,OADMET-0006549,True,True,False,,,0,0.5692308,5.1559286,5.13633253454625,3.713820000000002,393.4720000000001,O=C(CSc1nc2ccccc2c2ncnn12)Nc1ccccc1
67,OADMET-0006548,True,True,True,4.065,mid,0,0.47619048,4.0800586,4.649076296243585,2.4141000000000004,287.26199999999994,O=C(Nc1ccccc1)C1CCCO1
68,OADMET-0006547,True,True,True,4.925000000000001,mid,0,0.5322581,4.9698873,5.0495553055850255,2.1446999999999994,295.34599999999995,c1ccc(-c2cn(Cc3cc4n(n3)CCC4)nn2)cc1
69,OADMET-0006546,False,False,True,6.72,,1,0.6122449,5.916038,5.672269379924982,4.158500000000002,396.2950000000001,O=S(=O)(NCCc1cccc2ccccc12)c1ccccc1
70,OADMET-0006545,False,False,True,4.96,,0,0.6,5.4048905,5.451371178840051,3.0463600000000017,304.4150000000001,O=S(=O)(NCc1cccnc1)c1ccccc1
71,OADMET-0006544,False,False,True,4.87,,3,0.62903225,4.7521014,5.01583195375334,2.019399999999999,314.332,c1ccc(N2CCCC2)cc1
72,OADMET-0006543,False,False,False,,,0,0.61403507,5.053341,5.045365132840233,2.5822400000000005,371.84600000000023,O=S(=O)(Nc1ccccc1N1CCOCC1)c1cnoc1
73,OADMET-0006542,False,False,True,5.565,,1,0.6,5.5952544,5.557843762505055,2.990800000000002,345.39500000000004,O=S(=O)(NCCc1cccc2ccccc12)c1ccccc1
74,OADMET-0006541,False,False,False,,,1,0.49122807,4.3907456,4.881950329205452,0.8012000000000001,279.365,O=S(=O)(c1ccccc1)N1CCC1
75,OADMET-0006540,False,False,True,5.805,,1,0.6,5.7960114,5.582813229824317,3.614200000000002,406.30100000000004,O=S(=O)(NCCc1cccc2ccccc12)c1ccccc1
76,OADMET-0006539,True,True,True,5.390000000000001,F2_gate_active,0,0.47887325,5.1306114,5.180026523974305,2.3657000000000004,389.47700000000026,O=C(NCc1cccnc1)c1cccc(S(=O)(=O)N2CCCC2)c1
77,OADMET-0006537,False,False,False,,,0,0.609375,3.936217,4.357572652377087,2.1514999999999995,277.71500000000003,c1ccc(-n2nnnc2C2CC2)cc1
78,OADMET-0006536,True,True,True,4.605,mid,0,0.4347826,4.8340106,4.945699608431563,1.8431999999999995,356.4440000000002,O=C(Nc1ccccc1)C1CCCO1
79,OADMET-0006535,True,True,False,,,0,0.5131579,4.9885387,4.90071726450604,3.6007000000000016,383.83900000000017,O=C(CCOc1ccccc1)Nc1cccc(-n2nnnc2C2CC2)c1
80,OADMET-0006534,False,True,True,2.8200000000000003,,0,0.5535714,3.576988,4.822453990847944,1.2182999999999995,309.3910000000001,O=C(NC1CC=CCC1)c1cccnc1
81,OADMET-0006533,False,False,True,4.655,,2,0.47058824,4.497126,4.63640671062719,2.6434000000000006,245.32600000000002,c1ccc2[nH]cnc2c1
82,OADMET-0006532,False,False,True,5.25,,4,0.5102041,5.197523,5.181084362472711,3.144540000000001,334.22800000000007,O=S(=O)(Nc1cn[nH]c1)c1ccccc1
83,OADMET-0006531,True,True,True,5.955,F2_gate_active,0,0.52307695,5.296752,5.087134384641881,2.962900000000001,390.4910000000001,O=C(c1c[nH]nc1-c1ccccc1)N1CCN(c2ncccn2)CC1
84,OADMET-0006530,True,True,True,5.445,F2_gate_active,0,0.51428574,5.5161033,5.491517406143248,2.6257200000000003,325.41599999999994,O=C(c1c[nH]nn1)N1CCN(C2CC2)c2ccccc21
85,OADMET-0006529,True,True,True,5.375,F2_gate_active,0,0.5070422,5.0713024,5.198423240014562,2.1826999999999996,315.373,O=C(COCc1ccn[nH]1)N1CCCc2ccccc21
86,OADMET-0006528,False,True,False,,,0,0.5,3.9929256,4.114322096561224,0.41499999999999965,349.41200000000003,O=C(Cn1ccccc1=O)NCc1ccccc1
87,OADMET-0006526,True,True,False,,,0,0.45454547,4.261623,4.817264899935411,2.0285200000000003,334.39700000000005,O=S(=O)(c1cccc2cccnc12)N1CCCCC1
88,OADMET-0006525,False,False,True,4.415,,0,0.60714287,3.9638515,4.264691111889882,1.9473999999999998,285.307,c1ccc(-c2cn(Cc3ncon3)nn2)cc1
89,OADMET-0006524,True,True,False,,,0,0.42424244,5.162172,5.253184238717546,3.021700000000001,347.36900000000014,O=C(Nc1ncccn1)NC1(c2ccccc2)CCC1
90,OADMET-0006523,True,True,True,4.76,mid,0,0.4923077,5.28601,5.374988862977808,4.179720000000002,329.787,O=C(Nc1cc2n(n1)CCCC2)c1cc2ccccc2o1
91,OADMET-0006522,True,True,True,5.625,F2_gate_active,0,0.45,5.2637186,5.3149586754713605,3.3641000000000014,399.29900000000015,O=C(NCc1ccccc1)c1ccc(S(=O)(=O)NC2CC2)cc1
92,OADMET-0006521,False,False,False,,,0,0.5217391,2.8631299,2.835757548572688,1.9783,282.2989999999999,O=C(c1cccnc1)N1CCc2ccccc2C1
93,OADMET-0006520,True,True,True,4.845000000000001,mid,0,0.50769234,4.687503,4.783734522738318,2.7878000000000007,273.33600000000007,O=C(c1cc(-c2ccco2)[nH]n1)N1CCCCC1
94,OADMET-0006519,False,False,False,,,1,0.60714287,5.552044,5.623042399361729,3.715700000000002,346.23900000000015,O=S(=O)(Nc1ccccc1)c1cnn(C2CCC2)c1
95,OADMET-0006518,True,True,False,,,0,0.52238804,5.616584,5.513512863728176,4.283600000000003,367.49300000000005,O=C(CCc1nc(C2CCCC2)no1)N1CCCCC1Cc1ccccc1
96,OADMET-0006517,True,True,True,4.244999999999999,mid,0,0.3970588,4.384658,4.797269172267988,1.5091999999999999,353.444,O=C(Nc1cccc2c1OCCC2)N1CCNCC1
97,OADMET-0006516,True,True,False,,,0,0.47142857,5.3458085,5.287048484371259,4.008300000000003,385.46700000000004,O=C1CCCc2cc(C(=O)N3CCn4cccc4C3c3ccccc3)ccc2N1
98,OADMET-0006515,True,True,True,5.23,F2_gate_active,0,0.46575344,4.289458,4.730074152247832,1.6753,313.348,c1ccc(N2CCCCC2)nc1
99,OADMET-0006514,False,True,True,2.725,,0,0.5,3.8766196,4.826028558667669,3.0230000000000006,332.31,O=C(NCc1nc2ccccc2[nH]1)c1cccnc1
100,OADMET-0006513,True,True,False,,,0,0.53521127,5.1403875,5.044177110220179,3.1229000000000013,329.44800000000004,O=C(c1cn[nH]c1)N1CCCCC1c1ncc[nH]1
101,OADMET-0006512,False,False,False,,,10,0.5,3.6571784,4.257211873839082,1.6064799999999997,327.3060000000001,c1ccc(N2CCNCC2)cc1
102,OADMET-0006511,True,True,True,3.655,mid,0,0.5625,4.0641985,4.590629044952814,1.3797999999999992,334.4010000000001,O=C(Nc1cc2n(n1)CCCC2)c1ccccc1
103,OADMET-0006510,False,False,False,,,1,0.516129,3.5711915,4.09832274894216,2.0883,333.41299999999995,O=C(NCCCc1ccccc1)Nc1ccccc1
104,OADMET-0006509,True,True,False,,,0,0.5263158,4.1204505,4.539729804659999,1.8974199999999997,307.37899999999996,O=S(=O)(Nc1cnccn1)c1cnn(C2CCCC2)c1
105,OADMET-0006508,False,False,False,,,0,0.6981132,5.786759,5.722504119630903,3.9962000000000026,420.8400000000001,O=S(=O)(Nc1ccccc1N1CCOCC1)c1ccccc1
106,OADMET-0006507,True,True,True,4.465,mid,0,0.484375,4.525949,4.69215599144809,2.0332,368.8460000000002,O=C(Nc1cc2n(n1)CCCC2)c1ccccc1
107,OADMET-0006506,False,True,True,2.2,,0,0.5714286,2.6482606,4.13721455439517,3.7764000000000015,339.439,O=C(Nc1ccncc1)c1ccccc1
108,OADMET-0006505,False,True,False,,,0,0.4848485,3.4980145,4.259527701383303,2.5758600000000005,343.4120000000001,O=C(c1cnc(-c2ccco2)s1)N1CCn2cnnc2C1
109,OADMET-0006504,False,False,True,5.15,,11,0.5681818,5.0215945,4.873317787691814,3.2433400000000017,279.336,O=S(=O)(Nc1ccccc1)c1ccccc1
110,OADMET-0006503,True,True,False,,,0,0.42857143,5.3726306,5.437461338134841,3.4596000000000027,324.428,O=C(NCc1ccccc1)c1cn[nH]c1
111,OADMET-0006502,False,False,False,,,0,0.65384614,5.419863,5.186952826006187,5.432220000000005,449.49800000000016,O=C(c1cc(-c2ccccc2)nc2oncc12)N1CCCCC1
112,OADMET-0006501,True,True,True,4.27,mid,0,0.47540984,4.0437517,4.437331711013025,1.1858000000000004,415.46600000000007,O=C(CN1CCNCC1)NCc1nc2ccccc2[nH]1
113,OADMET-0006500,True,True,False,,,0,0.54285717,5.6698756,5.575127790675809,3.2910000000000013,329.448,O=C(c1ccn[nH]1)N1CCCCC1c1ncc[nH]1
114,OADMET-0006499,False,False,True,5.065,,4,0.6363636,5.130181,5.0129287335502415,2.4389000000000003,279.365,O=S(=O)(Nc1cn[nH]c1)c1ccccc1
115,OADMET-0006498,True,True,False,,,0,0.5423729,4.69382,4.845076645975176,3.062400000000002,291.39500000000004,O=C(CCc1nc(C2CCCC2)no1)N1CCCCCC1
116,OADMET-0006497,False,True,False,,,0,0.53846157,3.7228677,4.613753375893906,1.7196,380.4890000000002,O=C(NC1CNC1)C1CCNCC1
117,OADMET-0006496,True,True,False,,,0,0.53424656,4.33155,4.780109823948249,2.3379000000000003,330.7790000000001,c1ccc(-n2nnnc2C2CC2)cc1
118,OADMET-0006495,True,True,False,,,0,0.359375,4.8460927,4.929173534727374,2.2656,336.41300000000007,O=S(=O)(c1ccccc1-c1ccno1)N1CCCC1
119,OADMET-0006494,True,True,True,4.295,mid,0,0.509434,5.067875,5.2187563251199975,2.04396,322.4340000000001,O=S(=O)(NCc1nnc[nH]1)c1ccccc1
120,OADMET-0006493,False,False,False,,,0,0.6229508,5.7806726,5.422850438733969,4.028700000000003,362.51400000000024,O=C(NC1CC12CCNCC2)C1CCCC1
121,OADMET-0006492,False,False,False,,,1,0.57894737,4.721406,5.006749496631498,3.4083000000000014,476.92100000000016,O=C(NCCS(=O)(=O)Nc1ccccc1)Nc1ccn(-c2ccccc2)n1
122,OADMET-0006491,True,True,False,,,0,0.530303,5.9033957,5.456983881486959,4.276300000000004,376.5410000000002,O=C(NCC1CC12CCNCC2)C1CCCC1
123,OADMET-0006490,False,False,True,3.245,,0,0.53731346,3.1627452,2.9996946116938803,1.5455999999999996,362.38200000000023,O=C(Nc1ccc2c(c1)OCO2)C1CCNCC1
124,OADMET-0006489,True,True,False,,,0,0.46969697,4.9420476,5.05119734172853,2.6094,352.4750000000002,O=C(NCC1CCNCC1)C1CC1
125,OADMET-0006488,True,True,False,,,0,0.5131579,5.227964,5.2169134229045735,2.9467000000000017,361.83300000000014,O=C(COCC1CC1)Nc1cccc(-n2nnnc2C2CC2)c1
126,OADMET-0006487,True,True,False,,,0,0.5555556,5.1445723,5.07909109171746,2.56142,385.49300000000005,O=C(CSc1nc2ccccc2c2ncnn12)N1CCOCC1
127,OADMET-0006486,True,True,False,,,0,0.55172414,4.087659,4.567675607921766,3.1306400000000014,326.38500000000005,c1ccc2c(c1)nc(SCc1ncno1)n1ncnc21
128,OADMET-0006485,True,True,False,,,0,0.53968257,5.489705,5.261527187733274,3.638600000000003,348.4870000000002,O=C(NC1CC2(CCNCC2)C1)C1CC1
129,OADMET-0006484,True,True,True,5.51,F2_gate_active,0,0.46478873,5.5085616,5.467329520368576,3.182280000000002,322.41200000000003,O=C(c1ccn[nH]1)N1CCCc2ccccc21
130,OADMET-0006483,False,False,False,,,0,0.62666667,5.6605196,5.515397929653525,4.841520000000004,401.38800000000026,O=C(c1cc(-c2ccccc2)nc2oncc12)N1CC2CC1C2
131,OADMET-0006482,False,False,True,6.035,,1,0.5849057,5.8812385,5.916794799417257,4.141420000000003,386.4730000000002,O=S(=O)(Nc1ccccc1)c1cccc2cccnc12
132,OADMET-0006481,True,True,False,,,0,0.484375,5.8010473,5.272767951693137,3.496100000000003,336.47600000000017,O=C(NCC1CCNCC1)C1CC1
133,OADMET-0006479,False,True,False,,,0,0.48333332,3.447759,4.024033631824635,2.8780800000000015,339.36099999999993,c1ccc(N2CCN(C3CCOCC3)CC2)cc1
134,OADMET-0006478,True,True,False,,,0,0.4848485,5.6375933,5.614553086482312,4.6129400000000045,338.432,O=C(c1cnc(-c2ccco2)s1)N1CCCc2ccccc21
135,OADMET-0006477,True,True,True,5.35,F2_gate_active,0,0.45945945,5.390515,5.151201165029232,2.5656800000000004,348.4100000000001,O=C(NCc1ccccc1)c1ccn2ncnc2n1
136,OADMET-0006476,False,False,False,,,0,0.4827586,3.4076166,3.256840780472116,0.5211999999999998,281.33700000000005,O=C(c1cccnc1)N1CC=CCC1
137,OADMET-0006475,False,False,False,,,1,0.6545454,5.7177715,5.9187667847479,3.373280000000002,400.34200000000016,c1ccc(NCC2CCC2)cc1
138,OADMET-0006474,False,False,False,,,1,0.5964912,4.679522,5.009681354361916,1.5321000000000002,334.40100000000007,O=S(=O)(Nc1ccccc1)c1cnn(C2CCC2)c1
139,OADMET-0006472,False,True,True,1.755,,0,0.578125,2.710043,4.128311637279348,3.791400000000002,395.50300000000016,O=C(CC1CCOCC1)NCc1ccc(C(=O)Nc2ccncc2)cc1
140,OADMET-0006471,True,True,False,,,0,0.45454547,4.585923,4.857269218386804,4.000220000000003,420.28600000000006,O=C(Nc1ccn(Cc2ccccc2)n1)c1cn[nH]c1
141,OADMET-0006470,False,False,False,,,0,0.63076925,4.696572,5.15582712857591,2.6339000000000006,417.4660000000002,O=C(NCCS(=O)(=O)Nc1ccccc1)Nc1ccn(Cc2ccccc2)n1
142,OADMET-0006469,False,False,True,4.58,,1,0.44642857,4.6361732,4.838702472704097,3.480780000000002,339.4380000000001,O=S(=O)(Nc1ccccc1)c1cccs1
143,OADMET-0006468,False,False,True,5.87,,1,0.4920635,5.22819,5.255619136879036,2.5022,376.4820000000002,O=S(=O)(Nc1cc2n(n1)CCCC2)c1ccccc1
144,OADMET-0006467,False,False,False,,,1,0.59016395,5.2893696,5.142699502801036,2.935120000000002,387.5050000000001,O=C(NCc1ccccc1)N1CCC1c1ccccc1
145,OADMET-0006466,False,False,False,,,1,0.6666667,4.93328,5.1558672022899135,2.8832200000000014,417.46600000000007,O=C(NCCS(=O)(=O)Nc1ccccc1)Nc1ccn(-c2ccccc2)n1
146,OADMET-0006465,True,True,False,,,0,0.42424244,4.538221,4.985813192042008,2.7726000000000006,326.48100000000017,C1CNCC(CC2CC2)C1
147,OADMET-0006464,True,True,False,,,0,0.453125,4.7239647,4.859008019116462,1.4929000000000001,320.37000000000006,O=S(=O)(c1ccccc1)N1C2CCC1CC2
148,OADMET-0006463,False,False,True,5.54,,11,0.5319149,5.010938,4.9643558675426425,2.8098400000000003,277.345,O=S(=O)(Nc1ccccc1)c1ccccc1
149,OADMET-0006462,False,False,True,5.550000000000001,,1,0.7446808,5.698589,5.627026890250189,3.5051000000000023,361.85,O=S(=O)(NCCc1cccc2ccccc12)c1ccccc1
150,OADMET-0006461,True,True,True,5.34,F2_gate_active,0,0.49295774,5.123614,4.803727156962896,2.2245,319.40500000000003,c1cc2n(n1)CCCC2
151,OADMET-0006460,False,False,True,1.98,,0,0.5,2.9722085,2.7176342914251905,-1.6251999999999969,344.3930000000001,O=C1CCCN1CCCNS(=O)(=O)c1c[nH]c(=O)[nH]c1=O
152,OADMET-0006459,False,False,False,,,0,0.71929824,5.5613856,5.500898848541578,4.067900000000003,388.2400000000002,O=C(c1[nH]nc2ccccc12)N1CCCc2ccccc21
153,OADMET-0006458,False,True,True,1.945,,0,0.5,3.5441623,4.5098912103659625,2.3037,299.37800000000004,O=C(Nc1ccn[nH]1)c1ccnc(N2CCCCC2)c1
154,OADMET-0006457,True,True,False,,,0,0.5147059,5.652884,6.046211810410023,3.6320200000000025,313.40100000000007,O=C(c1cc[nH]n1)N1CCCc2ccccc21
155,OADMET-0006456,True,True,False,,,0,0.49295774,5.432372,5.496989199410592,3.775900000000002,350.41800000000006,O=C1Cc2ccc(C(=O)N3CCCc4ccccc43)cc2N1
