smiles,log2_fc_estimate,log2_fc_stderr,median_log2_fc
CN[C@H](C)CC(=O)N1CC=C(C2=CC=C(Cl)C(Cl)=C2)CC1,0.6208529502180616,0.1123617202162353,0.6169828243217058
CN1N=C(C2=NN=C(COC3CCCCC3)O2)C2=CC=CC=C2C1=O,0.61356104713018,0.1089205322121926,0.6264353118760733
O=C(CC1=CNC2=CC=CC=C12)N1CCC2=C(C=C(C3=CC=CC=C3)O2)C1,0.2018467999739196,0.1141638328273687,0.2001424081109127
CC1=CC2=NN=C(NC(=O)C(C(C)C)N3CCCC3=O)N2C=C1,0.2594820172598127,0.1083286183807646,0.2453342163827816
O=C(NC1CCOC12CCOCC2)C1=CC=C2SC=NC2=C1,0.1052100000731926,0.1398433895982815,0.1005503502620434
CC1=NN=C2CC(C(=O)NCC3=CC=C(C(F)(F)F)C=C3)CN12,0.4377804925936688,0.1306077981647271,0.4150978679709302
CC1=CC=CC(C(NC(=O)C2CC3=CC=CC=C3O2)C(=O)O)=C1C,0.2171606527159746,0.1162665963597971,0.2204111113550776
CN1N=C(CC(=O)OCC2=CN=CC(F)=C2)C2=CC=CC=C2C1=O,-0.0265279125404326,0.1306077981647271,-0.0492105371631711
ClC1=CC(N2CCN(C3=CC=C(Br)C=N3)CC2)=NC2=NC=CC=C12,0.7711579157689233,0.1260144638657584,0.7679065998752096
CC1=NOC([C@]23CCC[C@H]2CN(C(=O)[C@H]2CCOC2)C3)=N1,0.0926776060621707,0.1123617202162353,0.0888074801658147
O=C(C1=C(C2CC2)OC=N1)N1CCC2=C(C1)N=CN2C1=CC=C(F)C=C1,0.5115141073738729,0.1133244693261008,0.5517870754011698
CC(C)(C)C1=CC=C(CN2CCN(C(C3=CC=CC=C3)C3=CC=C(Cl)C=C3)CC2)C=C1,0.7861918830903905,0.150159342434986,0.7891832401445316
O=C(N[C@@H]1C2=CC=CC=C2C[C@@H]1O)C1=CNC(=O)C(C(F)(F)F)=C1,0.7498170662535413,0.1089205322121926,0.7626913309994345
CC1=NSC(N2CCN(C(=O)C3CCCCN3C(=O)C3=CC=CO3)CC2)=N1,0.2002253822788389,0.1113248171107142,0.1745406248233554
CC(C)C1=CC=C2OCC[C@H](NC(=O)C3=CNN=C3C3CCCNC3)C2=C1,0.3893387465829122,0.1113248171107142,0.3636539891274287
CC1=NN(CC2=CC=CC(Cl)=C2)C=C1C(=O)NCC1=CC=C(C(=O)NCC(N)=O)C=C1,0.2289931493301177,0.1141638328273687,0.2272887574671108
CC1=CC=C(N2C=NN=C2)C(C(=O)N2CCC3=CC(F)=CC=C32)=C1,0.3320447844674039,0.1398433895982815,0.3273851346562547
CS(=O)(=O)C1(C(=O)NCC2=C(F)C=CC=C2N2C=CC=N2)CC1,0.0529960376855293,0.1255367520260812,0.0699225030572295
COC1=NC=C(Cl)C(N2CCN(CCC3=CC=CC=C3)CC2)=N1,0.515585868327567,0.1141638328273687,0.5138814764645602
CO[C@H]1C[C@@H]1C(=O)N1CCN(C2=NC3=CC=CC=C3O2)CC1,-0.1311037766313325,0.1405977418886416,-0.138749871577043
CC1=CC(C)=CC(C(=O)NC2=NC(CS(C)(=O)=O)=NO2)=C1,0.2996939277628401,0.1405977418886416,0.2920478328171295
CC(C1CC1)N1C=C(NC(=O)C2=CC(=O)NC3=CC(F)=CC=C23)C=N1,0.523771997659713,0.1405977418886416,0.5161259027140025
CCC1=NN2CCCC(NC(=O)C3=CN4C=CC=CC4=N3)C2=N1,0.100784354928116,0.1089205322121926,0.1136586196740092
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0.5343452288508534,0.150159342434986,0.5373365859049947
CC(CN1CCOCC1)NC(=O)C1=CC=CN=C1C(F)(F)F,-0.062687334405535,0.1398433895982815,-0.0673469842166842
O=C(OC[C@@H]1NC(=O)[C@@H]2CCCN2C1=O)C1=CC=CC(C2CC2)=C1,0.7792870896489972,0.1272225788727724,0.7804551210536512
CC1=CC=CC2=CC(C(=O)NC3=CC=CC4=C3CNCC4)=NN12,0.676298113160069,0.1123617202162353,0.672427987263713
O=C1CCC2=CC(C3=CSC(C4CCCCN4)=N3)=C(F)C=C2N1,0.3340344896219448,0.1123617202162353,0.3301643637255888
O=C(NC1CCCN(C2=CC=C(Cl)C=C2Cl)C1)C1=CN2C(C(F)F)=NN=C2C=C1,0.8760021494637548,0.1398433895982815,0.8713424996526055
O=C(CCN1CCOC1=O)N1CCN(C(=O)C2=CC=C(F)C=C2)CC1,0.0604017406601607,0.1141638328273687,0.0586973487971538
O=C(C1=NC=CC2=C1C=CN2)N1CCC(C2=NC3=CC(F)=CC=C3S2)CC1,-0.0821749138669781,0.1272225788727724,-0.0810068824623241
CCC(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O,0.0756684847887237,0.1463822625380757,0.083721316240785
NCCS,-0.1160193852990266,0.150159342434986,-0.1130280282448854
O=C(NS(=O)(=O)C1CCCC2=CC=CC=C21)C1CCCOC1,0.6793160951427281,0.1141638328273687,0.6776117032797213
CN(C)C(=O)C1=CC=C(NC(=O)C2=C3C=CC=CN3N=C2)C=C1Cl,0.2412416116031584,0.1272225788727724,0.2424096430078124
CC(=O)NC1=CC(C(=O)NC2CCCC(F)(F)C2)=CC=C1C,0.0278870181407518,0.1141638328273687,0.026182626277745
CC1(C(=O)NC2=CC=C(OC(F)F)C3=NC=CC=C23)CCNC(=O)C1,0.3021212914372288,0.1255367520260812,0.319047756808929
CC1CCC(C(=O)O)CN1C(=O)C1=CN(CC2=CC=CC=C2Cl)C(=O)C=C1,-0.1795464192825186,0.1123617202162353,-0.1834165451788746
CC1=NC2=C(CCCC2CNC(=O)NC2CC(NS(C)(=O)=O)C2)S1,0.4693135540430558,0.1133244693261008,0.5095865220703527
CC1=CC(NC(=O)C2NCCOC3=CC=CC=C32)=CN=C1C,0.8397413814599934,0.1089205322121926,0.8526156462058867
CC1(C)C(=O)NC2=CC(C(=O)NC3=CC=CC=C3CN3CCNC3=O)=CC=C21,0.6797939727077076,0.1089205322121926,0.6926682374536008
N=C(N)NCC1COC2=CC=CC=C2O1,0.0054938917521762,0.1712680946735315,0.0032106220070493
O=S1(=O)OC(C2=CC=C(O)C=C2)(C2=CC=C(O)C=C2)C2=CC=CC=C21,0.164862674119726,0.1712680946735315,0.1625794043745992
CC1=NC(C(=O)N2CCN3N=CN=C3C2)=NC(N2CC[C@@H](N(C)C)C2)=C1C,0.0372476759698889,0.1113248171107142,0.0115629185144054
O=C(NCC(O)C1=CC=CC(Cl)=C1)C1=CNN=C1C1=CC=CN=C1,0.6468008304273561,0.1141638328273687,0.6450964385643494
COC1=CC=CC(C)=C1C(=O)N1CCC(C2CC(NC(C)=O)C2)C1,0.5417745338711014,0.1083286183807646,0.5276267329940704
CC1CCC2=NNC(C(=O)NC3(C4=NC=CC=N4)CCOCC3)=C2C1,0.7303346707683284,0.1123617202162353,0.7264645448719723
CC1(C)CCC(CS(=O)(=O)NCC2=CC=CC(C(N)=O)=C2)OC1,0.7952933236722,0.1083286183807646,0.7811455227951689
OCCOC1=CC=CC=C1,-0.0110189834903652,0.150159342434986,-0.008027626436224
CC1=CC=C(NC(=O)C2CCCN(CCN3C(=O)NC4(CCCC4)C3=O)C2)N=C1,0.147384809516637,0.1398433895982815,0.1427251597054878
COC1=CC=CC=C1OC1CCCN(C2=NC=NC3=C2C=NN3C)C1,0.8047271196327304,0.1113248171107142,0.7790423621772468
O=C(NS(=O)(=O)C1CS(=O)(=O)C2=CC=CC=C21)C1CCC1C1=CC=C(F)C=C1,-0.0131603300846923,0.1113248171107142,-0.0388450875401758
COC1=CC=C(OC2=CC=C(C(=O)NCC3=NN=CN3C(C)C)N=C2)C=C1,-0.1317774163573859,0.1255367520260812,-0.1148509509856858
CC(=O)N1CCC(CNC(=O)C2=C(C)C3=CC=CC=C3OC2=O)CC1,0.1426770110420581,0.1460822329375311,0.1702587736736208
COCC(=O)N1CCC2=C(NC(=O)C3=CC(C)=CC=C3F)C=CC=C21,0.6712149598263271,0.1398433895982815,0.6665553100151779
CCC1=CC(NC2CCCN(C(N)=O)C2)=NC(C2=CC=NC=C2)=N1,0.1534716351237329,0.1417295444709467,0.1787987557760479
CC1=CC=C(CN2C(=O)CCC2C(=O)NC2=CC=C(N3CCC4=C(C=CS4)C3)N=C2)C=C1,0.4082425419110792,0.1417295444709467,0.4335696625633943
CC1=NN(C)C=C1C(=O)NC1=CC=C(CC2=CC=NC=C2)C=C1,-0.0007572718070821,0.0979359670286107,-0.0162404239118642
C[C@@H](NC(=O)C1=NNC2=CC=CC=C12)C1CCN(C(=O)C2=CN(C3=CC=NC=C3)N=C2)CC1,0.4130169264852623,0.1260144638657584,0.4097656105915485
O=C(NC1=CC=CC2=NC=CC=C12)C1=CC=C(NC(=O)C2CC2)S1,-0.0889974854076958,0.1417295444709467,-0.0636703647553807
CC(C)(C)OC(=O)N1CC2(CCNCC2)C2=CC=CC=C21,0.0110304146920221,0.1398433895982815,0.0063707648808729
CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](CCN)NC1=O)[C@@H](C)O,-0.0564246137851555,0.1712680946735315,-0.0587078835302824
CO[C@H]1C[C@@H](CN(C)C)N(C2=CC(OC3=CC=CC(F)=C3)=NC=N2)C1,0.1007652788225447,0.1113248171107142,0.0750805213670612
C[C@@H]1[C@H](N(C)CCO)CCN1C(=O)NC1=CC=C(C(C)(C)C)N=C1,0.5932861040601732,0.1255367520260812,0.6102125694318734
O=C(NCCNC(=O)C(C1=CC=CC=C1)N1CCCCC1=O)C1=CC=C(F)C=C1,0.9322638691843008,0.1460822329375311,0.9598456318158638
COC1=CC2=C(C=C1NC(=O)N1CCCC(C3=CC=NC(N)=N3)C1)SC(C)=N2,0.4844934431957209,0.1255367520260812,0.501419908567421
CN1C=C(CNCCC2=CC=CC(Br)=C2)N2N=CC(C#N)=C12,0.8020232182512533,0.1083286183807646,0.7878754173742223
CCN1C(=O)C2CN(C3=CC=C(C4=CC=C(Br)S4)N=N3)CCN2C1=O,0.1587371467411244,0.1133244693261008,0.1990101147684213
CC1(C)CN(C2=NC=NC3=C(F)C=C(Cl)C=C23)C1C1=CC=CN=C1,0.9443756928147148,0.1113248171107142,0.9186909353592312
CC1=CC=C(CC(C)C(=O)NC2CCN(C(=O)C3=CC=NC=C3)CC2)C=C1,0.3155799673277744,0.1141638328273687,0.3138755754647676
COC1=CC(C(=O)N[C@H]2CCOC[C@H]2NC2=CC=NC(C)=N2)=NC=N1,0.0490222440516977,0.1272225788727724,0.0501902754563517
CC(C)C1=CC(NC(=O)NCCN2C(=O)CCC2=O)=NO1,0.5381415954957292,0.1272225788727724,0.5393096269003832
O=C1N=C(N2CCCC(C3=NC4=C(CCC4)S3)C2)NC2=C1C=NN2,0.3238951442375617,0.1398433895982815,0.3192354944264126
CC1CN(CC2=NN=C3CCCCN32)CCN1C1=CN=CC=N1,0.4058723972548778,0.1083286183807646,0.3917245963778467
CC1=NC=C([N+](=O)[O-])C=C1C(=O)N1CCCC(C2=CC=C(F)C(F)=C2)C1,0.9599212295698252,0.1405977418886416,0.9522751346241148
O=C(NCCNCC1=CC=CC2=C1C=CN2)C1=CC=NN1,0.2293749406260713,0.1141638328273687,0.2276705487630645
CC1=NC2=C(CCCC2CC2=NC3=CN(C(F)F)N=C3C(=O)N2)O1,0.2267750503118107,0.1123617202162353,0.2229049244154547
O=C(CC1=CC=C(Br)C=C1)NS(=O)(=O)C1=CC2=CC=CC=C2S1,0.9243778638833504,0.1405977418886416,0.9167317689376396
CC(CNC(=O)C1CCN(C2=CC=C(F)C=C2C#N)CC1)NC(=O)OC(C)(C)C,0.6785518220521835,0.1113248171107142,0.6528670645967
O=C(NC1=CC=C2NN=CC2=C1)C1CCN(C(=O)C2=CC=CC=C2)CC1,-0.0040090213203407,0.1141638328273687,-0.0057134131833475
CC1C(=O)NCCCN1C(=O)CCC1=CC=CC=C1C(F)(F)F,0.5150795082111305,0.1460822329375311,0.5426612708426932
CN1C=C(CC2CN(C(=O)[C@@H]3CCCO[C@H]3C3=CC=CC=C3)C2)C=N1,0.0920764978120316,0.1304616316938544,0.0394465076250286
CC1=CN=CC(C)=C1NC(=O)NCCC(=O)N1CCCCC1,0.1186056560334204,0.1304616316938544,0.0659756658464173
O=C(C1=CC=CC2=C1C=CN2)N(CC1CCCO1)C1=CC=NN=C1,0.5047567607179887,0.0976463629065885,0.5072221160888087
C[N+](C)(C)CC(=O)[O-],0.5039446058507142,0.1401648089628474,0.5199036320212642
CC(C)N1C(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)=C(C2=CC=C(F)C=C2)C2=CC=CC=C21,1.5301641946193971,0.150159342434986,1.533155551673539
CCCC(=O)N1CCCCC1C(=O)N1CCC(OCC2CC2)CC1,0.7695156797013247,0.1113248171107142,0.7438309222458414
CC(NC(=O)N1CCC(CC2=CC=CC=C2)CC1)C1=CNN=C1,0.3082294649195385,0.1113248171107142,0.282544707464055
O=C(NC1=CC=NC(OC2CCCCC2)=C1)C1=CC=CC2=NC=CN=C12,0.6941906737518562,0.1255367520260812,0.7111171391235562
CC(=O)N1CCOC2(CCS(=O)(=NC(=O)C(C)C3=CC=C(F)C=C3)CC2)C1,0.4818579443375709,0.1460822329375311,0.5094397069691335
O=C(C1=C(N2C=CN=N2)C=CS1)N1CCCC(N2CCOCC2)CC1,0.0726201220222159,0.1083286183807646,0.0584723211451849
N#CC1=C(F)C=CC=C1N1C=CC(NC(=O)C2=CC=C(F)C(F)=C2)=N1,0.407077147433716,0.1398433895982815,0.4024174976225669
CC(=O)N1CCCCC1C(=O)NC1=CC=C(C2=CC=CC(C)=C2)C=N1,0.7018837740808328,0.1089205322121926,0.7147580388267261
O=C(CN1CCCCC1=O)NC1CCN(C(=O)C2=COC=C2)CC1,0.3722895165861822,0.1113248171107142,0.3466047591306987
CC1=C(NC(=O)N2CC(=O)N(C)C2C2=CC=CC=C2)C=CC=C1C(=O)N1CCCC1,0.7985155182737141,0.1083286183807646,0.7843677173966831
COC1=CC=C(OC(F)F)C(CNC(=O)C2=NNC3=C2C(=O)NC=N3)=C1,0.4601299397169588,0.1405977418886416,0.4524838447712483
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,-0.13548867634022,0.1712680946735315,-0.1377719460853469
CC(=O)NC1=CC=C(O)C=C1,0.3524739463747393,0.1712680946735315,0.3501906766296125
CC1CC1C(=O)NC1=NC2=CC=CC=C2N1C1=NN(C)C=C1,0.7692740082245744,0.1113248171107142,0.743589250769091
CCOC1=CC=C(C(=O)N2CCN(C3=NN=C(C(F)(F)F)S3)CC2)C=C1,0.0524114402561277,0.1141638328273687,0.0507070483931209
CC1=CC=CC(NC(=O)N2CCN(C(=O)C3CC(C)OC3C)CC2)=C1,0.0658499479725217,0.1113248171107142,0.0401651905170382
CC1=C(C(=O)N2CCC3=CC=CC=C3C2(C)C(F)(F)F)N=NN1C,0.7508691260811611,0.1272225788727724,0.752037157485815
CCC1=CC(NC(=O)C2=CN=C3C(=C2)C(C)=NN3C)=NC(C)=N1,0.668294054640784,0.1272225788727724,0.669462086045438
CC1=C(NC(=O)CC2=CC=C(F)C=N2)C=CC=C1C(=O)N1CCCC1,0.4248058543375985,0.1083286183807646,0.4106580534605674
CC1=NN(C)C(C)=C1[C@@H]1OCC[C@H]1NC(=O)C1=CNN=C1C1CC1,0.1836220654217179,0.1405977418886416,0.1759759704760074
CC1=C(CN2CCN(C(=O)C3=CC=CO3)CC2)N=C(C2=CC=CC=C2)O1,0.714655164692181,0.1405977418886416,0.7070090697464705
CN(C(=O)CC1=CN=C2C=CC=CC2=C1)C1=CC=C(N2CCOCC2)N=C1,0.2446550100442877,0.1255367520260812,0.2615814754159878
CC(C)(C)OC(=O)N1CCC[C@H](CNCC2=NOC3=C2CCCC3)C1,0.92452233982205,0.1083286183807646,0.9103745389450192
CC1=CC=C(F)C=C1C1=NC(C2=CN(CC3CCCNC3)N=N2)=CS1,0.769336791570188,0.1405977418886416,0.7616906966244774
CN1CCN(C(=O)C2=CC=C(C3=CC=CC(C(N)=O)=C3)C=C2)CC1,0.0584813389919973,0.1405977418886416,0.0508352440462867
CN(C)C1=CC(NC(=O)N[C@@H]2CCC[C@@H]2OC2=CN(C)N=C2)=CC=N1,0.5064639149116463,0.1405977418886416,0.4988178199659358
CC1=CC(O)=C(C(C)C)C=C1NC(=O)C1=CC=C(S(=O)(=O)N2CCCCCC2)C=C1,-0.1796617664252849,0.1083286183807646,-0.193809567302316
CCN1C([C@@H]2C[C@H](OC)CN2C(=O)C2=CN3C=CC=CC3=C2)=NNC1=O,0.0135399209931764,0.1398433895982815,0.0088802711820272
O=C(O)CCCC1=CC=C(N(CCCl)CCCl)C=C1,-0.1113084694644237,0.150159342434986,-0.1083171124102825
O=C(NC1=CC=CC(N2CCOCC2)=C1)C1=CN=C(OCC2CC2)C=N1,0.4262171200981429,0.1141638328273687,0.424512728235136
CC1=CC=C([C@@H]2C[C@H]2C(=O)NC2=NC=C(C3CCNCC3)S2)C=C1,0.4508969599791729,0.1123617202162353,0.4470268340828169
CC(C)CC1CN(C)CCN1C(=O)C1=CC=NC2=C1N=CN2,0.3921983132453132,0.1083286183807646,0.3780505123682822
CCC1=NC(C2(NC(=O)C3=CC=NN3C(C)C)CCCC2)=NO1,0.7801978993404152,0.1405977418886416,0.7725518043947047
O=C(CC1CCCC1)NC1=CC=CC=C1CC1=NNN=N1,-0.0031934565968862,0.1460822329375311,0.0243883060346764
CC(=O)NC1=CC(S(=O)(=O)NC2CCN(C(=O)CC(C)C)CC2)=CC=C1F,0.2059256302554198,0.1133244693261008,0.2461985982827167
CC1=CN(C)N=C1C(=O)NC1=CC=C(C2=CSC(C(F)(F)F)=N2)C=C1,0.1777150887297053,0.1123617202162353,0.1738449628333493
CCN(CC)CCOC(=O)C1=CC=C(N)C=C1Cl,-0.0107515004451695,0.150159342434986,-0.0077601433910283
COC1(C2=NC(C3=CC=C(C)C(F)=C3)=NO2)CCOCC1,0.5595478362805332,0.1255367520260812,0.5764743016522332
FC1=CC=C(C2=NC(CCNCC3=CC=C4OCCOC4=C3)=CO2)C=C1,0.8248080046756882,0.1089205322121926,0.8376822694215813
CC(C)C1=NN(C2CCS(=O)(=O)C2)C(C2=C3CCCC(C)N3N=C2)=N1,0.8666280424364978,0.1083286183807646,0.8524802415594669
O=C(N[C@H]1C[C@@H](C(=O)O)C1)C1CCN(C(=O)CCC2=CC=CC=C2)CC1,-0.1165743138140648,0.1123617202162353,-0.1204444397104208
O=C(NCC1CN2CCCC2CO1)C1=CC=C(N2N=CC3=CC=CC=C32)C=C1Cl,0.3336675759242378,0.1123617202162353,0.3297974500278819
O=S(=O)(C1=CC=C(OC(F)(F)F)C=C1)N1CCOC[C@H]1CO,0.1386363103388455,0.1089205322121926,0.1515105750847387
CS(=O)(=O)C1=CC=CC(C2=CN(CCN3CCOCC3)N=N2)=C1,-0.01260892732198,0.1089205322121926,0.0002653374239132
CN1N=CC(C(=O)N2CCC(NC(=O)NC3=CC=C(F)C=C3)C2)=C1CC1=CC=CC=C1,0.6066906689632934,0.1141638328273687,0.6049862771002865
CNC(=O)C[C@@H]1CN(C(=O)NCCC2=CC=C(N(C)C)N=C2)C[C@H]1O,0.1752385500264978,0.1133244693261008,0.2155115180537947
CCN(C)C(C1=CC=CC=C1)C1=NC(C2=CC=C(NC(C)(C)C)C=N2)=NO1,0.5180245961577912,0.1123617202162353,0.5141544702614352
CN1N=NC2=C(C(N)=O)N=CN2C1=O,-0.1212993919880502,0.1712680946735315,-0.123582661733177
CC1=CC(C2=NN(CCN3CCOC(C)C3)N=N2)=CC=C1F,0.6709413227010546,0.1113248171107142,0.6452565652455711
CCN1CCN(C(=O)C2=CC3=CC=CC(C(F)(F)F)=C3NC2=O)C(C)(C)C1=O,0.2351585223304697,0.1405977418886416,0.2275124273847592
NC(=O)NC1=CC=CC(NC(=O)C2=CC(C3=CC=C4OCCC4=C3)=NO2)=C1,0.2231723540908451,0.1123617202162353,0.2193022281944891
CC(NC(=O)[C@H]1CCCC[C@@H]1C(F)(F)F)C1=CC=C(N2C=CN=N2)C=C1,0.8565484571936494,0.1460822329375311,0.8841302198252121
CCS(=O)(=O)C1=CC=C(CC(=O)N2CCC(C3CCCO3)CC2)C=C1,0.7109694612587106,0.1089205322121926,0.723843726004604
CC1=C(F)C=CC(Cl)=C1C(=O)NC[C@H]1CC[C@@H](C2=NC=NN2)O1,0.8511567046040993,0.1113248171107142,0.8254719471486158
CC1=NC(C2=CC=C(NC(=O)N3CC[C@@H](F)C3)C=C2)=CS1,0.235817917879599,0.1272225788727724,0.236985949284253
CC1=CC=CC(C(=O)N2CCCN(C(=O)C3=NC=CC=C3N)CC2)=C1,0.429700712558725,0.1255367520260812,0.4466271779304252
O=C(NC1=CC=C(N2C=NC=N2)C=N1)C1=CC=C(Cl)C(N2CCNC2=O)=C1,0.5741789911329879,0.1083286183807646,0.5600311902559568
CN1C=C(S(=O)(=O)N2CCC3=CC=CC(C(=O)O)=C32)C(C(F)(F)F)=N1,0.0202055183925137,0.1123617202162353,0.0163353924961577
CCC1=CC=CC(NS(=O)(=O)C2=CNC3=NC=CC=C23)=C1,0.9688719069387616,0.1417295444709467,0.9941990275910766
CC1=NC=C(C2=CC=CC=C2)C=C1NC(=O)C1=NC=CN=C1N,0.4904052057459056,0.1134840220558961,0.4853264433788744
C1=CC(C2=NOC(C34CCCN(CCC3)C4)=N2)=CC(N2C=CN=C2)=C1,0.2977013404455348,0.0976463629065885,0.3001666958163548
NC(=O)[C@H]1CCCN1C(=O)C1=CC=C(C2=NC(C3CC3)=NN2)C=C1,-0.0353684622874626,0.1134840220558961,-0.0404472246544939
COC(=O)C1=C(CN2C=C(C3(O)CC[C@H]4CO[C@@H]3O4)N=N2)OC=C1,0.3799723177937571,0.1260144638657584,0.3767210019000432
COC1=CC=CC(CNC(=O)C2=CN=C3C=CC=CC3=C2C)=C1,0.7406509633153303,0.1113248171107142,0.7149662058598467
COC1=CC=C2C=C(NC(=O)N3CCN(C(=O)CN4C=NN=N4)CC3)C=CC2=N1,0.2411820627318583,0.1272225788727724,0.2423500941365123
