smiles,group
CCc1ccc(C2COCCN2S(=O)(=O)c2ccc3c(c2)C(C)(C)C(=O)N3)o1,med_flex_hetero_sulfonyl
Cn1nccc1C12CCC(C1)C2C(=O)NCCCc1c[nH]nc1C(F)(F)F,med_flex_hetero_amide
Cc1cccc2cc(C(=O)N3CCCN(S(C)(=O)=O)CC3)oc12,med_rigid_hetero_sulfonyl
CC1(c2nc(-c3csc(C(F)(F)F)c3)no2)CCNC(=O)C1,med_rigid_hetero_amide
O=C(NCCc1c[nH]c2cc(F)ccc12)C1COc2ccccc21,med_flex_hetero_amide
Cc1ccc(CNC(=O)N2CCCN(S(C)(=O)=O)CC2)nc1C,med_flex_hetero_sulfonyl
COc1ccc2nc(CN3CCCC(N4CCCC4=O)CC3)sc2c1,med_flex_hetero_amide
CC(C)c1ncncc1C(=O)Nc1nc2ccc(S(=O)(=O)N3CCCC3)cc2s1,med_flex_hetero_sulfonyl
CCn1c(=O)[nH]c(=O)c2c(C(=O)Nc3cc(-c4ccco4)nn3C)cc(C3CC3)nc21,med_flex_hetero_amide
Cc1noc(C)c1-c1cn(C(C(=O)N(C)C)c2ccccc2)nn1,med_flex_hetero_amide
NS(=O)(=O)N1CCCN(c2nc(-c3ccncc3)nc3ccccc23)CC1,med_flex_hetero_sulfonyl
CCC(NC(CO)Cc1ccc(F)cc1)c1ccccc1F,med_verylex_carbo_acid
c1ccc(-c2cc(NC3COC(C4CC4)C3)n3nccc3n2)cc1,med_flex_hetero_plain
CCn1c(-c2cc(C)oc2C)nnc1N(C)CCCSC,med_verylex_hetero_plain
COc1ccc2c(c1)CC(c1nnc(-c3ccccc3F)o1)CO2,med_flex_hetero_plain
CCc1nocc1Cn1cc(-c2ccccc2OC)nn1,small_flex_hetero_plain
O=C(CN1CCN(C(=O)c2cccc(F)c2)CC1)NCCc1nc2ccccc2s1,med_flex_hetero_amide
CC(c1cccc(S(N)(=O)=O)c1)N(C)C(=O)CN1C(=O)CCOc2ccccc21,med_flex_carbo_sulfonyl
CNC(=O)C(NC(=O)c1cc(C)ccc1O)c1ccccc1,small_flex_carbo_amide
O=C(C1CCCN(c2ncccc2C(F)(F)F)C1)N1CCC2(CC1)OCCO2,med_rigid_hetero_amide
CCCCC(=O)N1CSCC1C(=O)N1CCC[C@]1(C)C(=O)OC,med_flex_no_arom_amide
Cc1ccccc1C(C)Cc1nc(-c2ncoc2C)no1,small_flex_hetero_plain
CC1(C(=O)Nc2ncn(Cc3ccc(Cl)cc3)n2)CCCN(C(=O)c2ccccc2)C1,med_flex_hetero_amide
O=C(NCC1(c2cccc(Cl)c2)CCOCC1)C(O)C1CCCCC1,med_flex_carbo_amide
Cc1csc(C(O)(CC(=O)N2CCC(c3ccccc3C)CC2)C(F)(F)F)n1,med_flex_hetero_amide
CNC(=O)c1ccc(CN(C)C(=O)NC2CCCN(c3cccc(F)c3)C2)cc1,med_flex_carbo_amide
CCN(Cc1ccc2c(c1)OCO2)C(=O)NCc1nnc2n1CCCCC2,med_flex_hetero_amide
CN(C)C(=O)C(Cc1ccccc1)NCc1cccc2[nH]ccc12,med_flex_hetero_amide
CC(C)(C)c1ccc(Cl)cc1NC(=O)c1ccn(C2CCOCC2)n1,med_flex_hetero_amide
C=C1CC(C)(C(=O)N[C@H]2CCCCC[C@H]2NC(=O)C2(C)CC(=C)C2)C1,med_flex_no_arom_amide
Cn1c(-c2nc(C3(c4ccc(F)cc4)CCC3)no2)cccc1=O,med_flex_hetero_amide
COc1cc(C(=O)Nc2cc(C(F)(F)F)n(C)n2)ccc1C,med_flex_hetero_amide
COc1ccc2[nH]nc(NC(=O)C3(c4ccccc4)CCCO3)c2c1,med_flex_hetero_amide
CC(=O)NCc1ccc(-c2csc(C3CCCN(C(C)=O)C3)n2)s1,med_flex_hetero_amide
COc1ncccc1C(=O)NC1(c2ccccc2F)CC1,small_flex_hetero_amide
CSc1cc2c(cc1NC(=O)N1CCCC3(CCOCC3)C1)OCCO2,med_rigid_carbo_amide
COC1CCCN(CC(=O)Nc2cccc(C(F)(F)F)c2)C1,med_flex_carbo_amide
CCOc1c(Cl)cc(C(=O)NC(C)c2noc(-c3ccccc3)n2)cc1OC,med_verylex_hetero_amide
C#Cc1ccnc(N(CC)C(=O)c2cccc(OCCOC)c2)c1,med_verylex_hetero_amide
O=C(c1c[nH]c2ncc(Br)cc12)N1CCCC(n2ccnc2)C1,med_rigid_hetero_amide
CN(C)C(=O)C(OC(=O)c1c(F)cc(O)cc1F)c1ccccc1,med_flex_carbo_amide
CN(Cc1nnc(-c2cc3c(s2)CCCC3)o1)c1ccn(C)n1,med_flex_hetero_plain
O=C(NCC1(c2ccccc2)CCCO1)c1ccc2[nH]cnc2c1,med_flex_hetero_amide
Cc1nn(C)c2nc(C3CC3)cc(C(=O)Nc3nccn(C)c3=O)c12,med_flex_hetero_amide
Cc1cc(Br)ccc1N(C)S(=O)(=O)c1cnn(C(C)C)c1,med_flex_hetero_sulfonyl
Cc1cc(C)c(C(=O)N(Cc2cnn(C)c2)CC(C)C)c(C)n1,med_flex_hetero_amide
O=C(Nc1nc(C2CC2)cs1)c1cn(CCc2ccccc2)nn1,med_flex_hetero_amide
CC(C)(C)c1csc(C2CN(C(=O)c3cccc(C(=O)O)c3)CCO2)n1,med_flex_hetero_amide
O=C(Nc1ccc(F)nc1)N1CCC(Cc2ccc(F)cc2)C1,med_flex_hetero_amide
COCCOc1cccc(C(=O)N(C)c2ccc(C(=O)OC)cc2)c1,med_verylex_carbo_amide
O=C(NCc1cccc(OC(F)(F)F)c1)NC1CC12CCOCC2,med_flex_carbo_amide
COc1ccc2c(ccn2CC(=O)NCC2(N3CCOCC3)CCCCC2)c1,med_flex_hetero_amide
COc1ccccc1Nc1ncccc1C(=O)NCC1(C(N)=O)CCOCC1,med_verylex_hetero_amide
Cc1cnn(C2CCN(C(=O)NCC(C)c3ccc(F)cc3)C2)c1,med_flex_hetero_amide
Cc1oc2ccccc2c1C(=O)N1CCC(Cc2nc3ccccc3[nH]2)CC1,med_flex_hetero_amide
CCc1nn(C)cc1NC(=O)C1CCN(c2ccccc2Cl)C1,med_flex_hetero_amide
O=S1(=O)CCC2(CCCN(Cc3cnc(-c4ccccc4)o3)C2)C1,med_flex_hetero_sulfonyl
CC(Nc1cccc(NC(=O)CO)c1)c1nc(-c2ccccc2)no1,med_flex_hetero_amide
Cn1nnc(CNS(=O)(=O)c2ccc(C(C)(C)C)cc2)n1,med_flex_hetero_sulfonyl
CC(c1nnnn1C)N1CCOC(c2ccc(Cl)c(Cl)c2)C1,med_flex_hetero_plain
COc1ncc(C(=O)N2CCC2c2cccc(F)c2)cc1Cl,med_flex_hetero_amide
Brc1ccc(C2(CNC(c3cccnc3)c3ncc[nH]3)CCOCC2)cc1,med_flex_hetero_plain
COC(=O)c1cnc(NC2CCCCCN(C(=O)C3CCC3(F)F)C2)nc1,med_flex_hetero_amide
Cc1ccnc2nc(C(=O)N(Cc3ccco3)C3CCCC3)nn12,med_flex_hetero_amide
Cc1c(C(=O)N2CCCCC2CNC(=O)Nc2ccccc2)nnn1-c1ccc2ncccc2c1,large_flex_hetero_amide
Cc1cc(NC(=O)C2(C)CCCO2)n(-c2cccc(Br)c2)n1,med_flex_hetero_amide
O=C(CCc1ccccc1)N1CCCN(C(=O)C2COc3ccccc32)CC1,med_flex_carbo_amide
COc1cc(C)ccc1NC(=O)c1cccc(-c2ncn[nH]2)c1,med_flex_hetero_amide
CC(C(=O)Nc1nccs1)N1CCCN(C(=O)c2ccccc2)CC1,med_flex_hetero_amide
COc1cccc(C2CN(C(=O)CNC(=O)c3ccc(C)c(C)c3)CCO2)c1,med_flex_carbo_amide
COCCOC1CC(CO)CN(S(=O)(=O)c2cc(F)ccc2C)C1,med_verylex_carbo_sulfonyl
O=C(Nc1ccc(C2CC2)nn1)NC1(c2cccc(OC(F)(F)F)c2)CC1,med_flex_hetero_amide
CCOC1CC(NC(=O)c2ccnc(-n3cccn3)c2)C12CCCC2,med_flex_hetero_amide
COCCNc1ccc(CNC(=O)N2CCCC3(CCCC3)CC2)cc1,med_flex_carbo_amide
Cn1cccc1C1CCCCN1C(=O)CCN1C(=O)COc2ccccc21,med_flex_hetero_amide
COc1ccc(C)cc1S(=O)(=O)N1CC(O)CC1c1ccc(F)cc1,med_flex_carbo_sulfonyl
c1cnc2c(c1)CCC[C@H]2n1cc(COC2CCCCO2)nn1,med_flex_hetero_plain
Fc1cccc(Cl)c1CCc1noc(C2(n3cccn3)CC2)n1,med_flex_hetero_plain
CCOc1ccccc1C(F)(F)C(=O)N1CCC(NC(=O)C2CC2)CC1,med_flex_carbo_amide
O=C(CC1(N2CCOCC2)CCCC1)NCc1ccc2c(c1)OCCO2,med_flex_carbo_amide
Cc1c(C(=O)N2CCCN3c4ccccc4CC3C2)c(O)nc2ccccc12,med_rigid_hetero_amide
CC1CCCN(S(=O)(=O)c2cccc3c2OCC3)C1C(=O)O,med_flex_carbo_sulfonyl
Cn1nc(CNC[C@@H](O)c2ccc(Cl)cc2)c2ccccc21,med_flex_hetero_acid
CC(C)c1nc(C(=O)N2CCC=C(F)C2)nn1-c1ccccc1F,med_flex_hetero_amide
Cn1ncc(NC(=O)N2CCCC(C)(F)C2)c1-c1ccccc1,med_rigid_hetero_amide
O=C(NCC1CCOc2ccccc21)N1CCOC(c2ccccc2F)C1,med_flex_carbo_amide
COC1CCCN(C(=O)C(Cc2ccccc2)NC(=O)c2cccnc2)CC1,med_flex_hetero_amide
COc1cc(C#N)ccc1OCC(=O)N1CCCC1C1CCCC1O,med_flex_carbo_amide
CC(c1cc2ccccc2o1)N(C)C(=O)c1cn(C)nc1C(C)(C)C,med_flex_hetero_amide
CN(Cc1ccoc1)c1ccc(S(=O)(=O)N2CCCC2)cc1,med_flex_hetero_sulfonyl
CC(NC(=O)N1CCC(C)C1CO)c1ccc(F)cc1Cl,med_flex_carbo_amide
O=C(NCC(Cc1ccccc1)Cc1ccccc1)N1CCC(O)C(F)(F)C1,med_flex_carbo_amide
Cc1ccccc1C1(C(=O)N2CCCC(O)(c3c[nH]nn3)C2)CCCC1,med_flex_hetero_amide
Cc1cc(C(=O)N2CCCN(S(=O)(=O)N(C)C)CC2)nn1-c1ccc(Cl)cc1Cl,large_flex_hetero_sulfonyl
O=C(Nc1ccnc(Oc2ccc(F)cc2F)c1)N1CCC2CCCC21,med_flex_hetero_amide
CC(O)C(C)(CNC(=O)C1CCCN1C)Cc1ccccc1,med_flex_carbo_amide
COc1ccc(CCCNC(=O)N2C(C)CCC2C)cc1OC,med_flex_carbo_amide
Cn1nnc2cc(C(=O)N(CC3CCCCC3)c3ccccn3)cnc21,med_flex_hetero_amide
Cc1nc(C(F)(F)F)ccc1C(=O)N1CCCN(C(=O)C2CC2)CC1,med_rigid_hetero_amide
COc1cc(C(=O)N(Cc2ccccc2)C2CC(C)(C)OC2(C)C)on1,med_flex_hetero_amide
COc1cccc(CNC(=O)c2cccn(Cc3ccccc3)c2=O)n1,med_flex_hetero_amide
CCc1cc(NC(=O)c2coc3ccc(OC)cc23)n(C)n1,small_flex_hetero_amide
CC(O)(Cn1ccccc1=O)C(=O)N1CCc2ccc(Cl)cc2C1,med_flex_hetero_amide
COC(C(=O)N1CCN(S(=O)(=O)N(C)C2CCCCC2)CC1)C1CC1,med_flex_no_arom_sulfonyl
Cc1sc2ncn(NC(=O)COc3ccc(C(N)=O)cc3)c(=O)c2c1-c1ccccc1,med_flex_hetero_amide
Cc1cccc(NC(=O)C2CCCN(c3nc4ccccc4s3)C2)n1,med_flex_hetero_amide
Cc1cccc(C(=O)N2CCCN(C(=O)c3nn(C)c(C)c3Cl)CC2)c1,med_rigid_hetero_amide
CC(C)Cn1cnc(S(=O)(=O)N2CC(=O)Nc3ccccc32)c1,med_flex_hetero_sulfonyl
COC1CCN(C(=O)NCCOc2ccc(C(C)(C)C)cc2)C(C)C1,med_flex_carbo_amide
Cc1c(N2CCC(C3CC3)C2)ncnc1N1CCC(C2CC2)C1,med_flex_hetero_plain
Cc1cccc(C2CCCN2C(=O)NCc2ccsc2)n1,med_flex_hetero_amide
CS(=O)(=O)c1cccc(NC(=O)NCC2CCN(c3ccc(F)cc3)C2)c1,med_flex_carbo_sulfonyl
O=S(=O)(NC1CC(O)C12CCC2)c1ccc2c(c1)CCCC2,med_flex_carbo_sulfonyl
O=C(Cc1ccccc1)NCCC(=O)N1CCCC1CC(O)c1ccccc1,med_verylex_carbo_amide
COC(=O)C1CCn2c(CCCOc3ccc(Cl)cc3C)nnc2C1,med_flex_hetero_plain
Cc1ccc2oc(C(=O)N(C)C3CCCCC3S(C)(=O)=O)cc2n1,med_flex_hetero_sulfonyl
CC(C)Oc1cncc(C(=O)N2CC(C)OCC2c2ccccc2)c1,med_flex_hetero_amide
COc1ccc(Cl)c(CN2C(=O)NC3(CCc4ccccc4C3)C2=O)c1,med_flex_carbo_amide
Cc1noc(C)c1CC(=O)N(Cc1ccccc1)C1CC(C)(C)OC1(C)C,med_flex_hetero_amide
CN1CCN(C(=O)CCc2nc3ccccc3o2)C(c2ccccc2)C1,med_flex_hetero_amide
COc1ccc2c(c1)N(C(=O)c1ccnc(C3CC3)c1)CCO2,med_flex_hetero_amide
CC(=O)Nc1cccc(OCCNC2[C@H]3CCC[C@H]3C2(C)C)c1,med_flex_carbo_amide
CC(C)n1ccc(CN2CCCNC(=O)C2Cc2ccccc2)n1,med_flex_hetero_amide
COc1cccc2c(N3CCOC(CN(C)C)C3)nccc12,med_flex_hetero_plain
O=C(NCc1cccc(N2CCOCC2)n1)c1csc2c1CCCC2,med_flex_hetero_amide
CC(C)Cn1cc(NC(=O)N2CC[C@H](Oc3ccccc3)C2)cn1,med_flex_hetero_amide
CC1Oc2ccccc2OC1C(=O)N1CCCN(C(=O)c2ccc(F)cc2)CC1,med_rigid_carbo_amide
Cc1cccc(C2CCCN2C(=O)CCc2cnn(C)c2)c1C,med_flex_hetero_amide
CC(C)c1ccc2c(c1)[C@@H](NC(=O)c1c[nH]c(C(=O)N3CCCC3)c1)CCC2,med_flex_hetero_amide
CC(NC(=O)c1ccco1)C(=O)N1CCC(Cc2ccc(F)cc2)C1,med_flex_hetero_amide
Cc1oc(C#N)cc1C(=O)N1CCN(CC(F)(F)F)CC(C)C1,med_rigid_hetero_amide
CC(C)N(C(=O)c1ccnn1C(C)C)c1ccc(Br)cn1,med_flex_hetero_amide
CN(C(=O)c1noc2c1CCCCC2)c1ccc(-c2ccccc2)nn1,med_flex_hetero_amide
COc1ccc(NC(=O)C2CCCN2C(=O)CCc2ccco2)cc1,med_flex_hetero_amide
Cn1cnc2c(c1=O)CCN(C(=O)NC1CCCc3c(F)cc(Cl)cc31)C2,med_rigid_hetero_amide
CC1(C)CC(NC(=O)N[C@H]2c3ccccc3C[C@H]2O)c2ccc(F)cc2O1,med_rigid_carbo_amide
CCC(CC)n1nc(C)cc1-c1nc(C(C)(C)NC(C)=O)no1,med_flex_hetero_amide
O=C(Cn1nnc(C2CC2)n1)N1CCCc2ccccc21,small_flex_hetero_amide
COc1ccc(Cl)cc1N1CCC(NC(=O)NCC2C(C)(C)C2(F)F)C1,med_flex_carbo_amide
CC1C(c2ccccc2)CCN1C(=O)Nc1cn(C)nc1C1CCCCC1,med_flex_hetero_amide
Cc1cc(C(F)(F)F)nc(N2CCN(CC(=O)Nc3ccc(F)cc3)CC2)n1,med_flex_hetero_amide
N#Cc1ccc(OCc2noc(C3CCCCC3)n2)c(Cl)c1,med_flex_hetero_plain
CCOc1ccc(CNC(=O)N2CCOC[C@@H]2CC(C)C)cc1F,med_flex_carbo_amide
O=C(NC1CCOC(c2cccnc2)C1)N1CCCc2ccccc2CC1,med_rigid_hetero_amide
Cc1cc(-c2noc(-c3noc4c3CCCC4)n2)c(C)o1,small_rigid_hetero_plain
Cc1nc(C2CN(C(=O)C3(c4ccccc4F)CCCC3)CCO2)no1,med_flex_hetero_amide
CCOC1(C)CCN(C(=O)N(C)Cc2ccccc2)CC1,small_flex_carbo_amide
CCC(C)S(=O)(=O)NC(=O)c1csc(C2CCCCC2)n1,med_flex_hetero_sulfonyl
O=C(Cc1ccccc1O)N1CCCN(C(=O)c2ccc(Cl)cc2)CC1,med_flex_carbo_amide
CS(=O)(=O)CC1CCCCN1C(=O)c1csc2c1CCCC2,med_flex_hetero_sulfonyl
CO[C@H]1C[C@H](c2nnc(C)o2)N(C(=O)C2SCCc3ccccc32)C1,med_flex_hetero_amide
CC(Oc1ccc(F)cc1)c1nnc2n1CC(C)(C)CC2,small_flex_hetero_plain
CC(C)(C)c1nc(CC(=O)NC2c3ccccc3CC2O)cs1,med_flex_hetero_amide
O=C(CC(=O)N1CCCC1CCc1ccccc1)NCC(F)(F)F,med_flex_carbo_amide
Cn1nnc(CNC(=O)N2Cc3ccccc3CC2c2ccccc2)n1,med_flex_hetero_amide
COc1ccc(CNC(=O)C2CCCN2C(=O)c2ccccc2O)cc1Cl,med_flex_carbo_amide
CN(C)c1ccc(C(=O)NCc2cn(C(C)(C)C)c(=O)[nH]c2=O)cc1,med_flex_hetero_amide
O=C(Cc1cccc(C(F)(F)F)n1)Nc1cncc2c1CCCC2,med_flex_hetero_amide
COC(Cc1ccccc1)CS(=O)(=O)N1CC(C)CC1c1cccnc1,med_verylex_hetero_sulfonyl
Cc1noc(Cl)c1CCC(=O)N1CCCCC1CC(C)O,med_flex_hetero_amide
CCc1nc(N2CCN(c3ccccn3)CC2)sc1C(=O)OC,med_flex_hetero_plain
CC1(c2ccccc2C(=O)NCc2cccc(S(N)(=O)=O)c2)CC1,med_flex_carbo_sulfonyl
CNC(=O)C1CN(C(=O)C2CCc3cc(C)ccc3O2)c2ccccc2O1,med_rigid_carbo_amide
CC(c1ccsc1)N1CCN(C(=O)c2cc3ccccc3c(=O)[nH]2)CC1,med_flex_hetero_amide
O=C(c1cccc(NCc2cc(O)cc(Cl)c2)c1)N1CCOCC1,med_flex_carbo_amide
Cn1cc(C(NC(=O)c2cccc3c2OCC3)C(C)(C)C)cn1,med_flex_hetero_amide
Cc1nc(C2CCCN2CC(=O)N2CCCCC2C)cs1,med_flex_hetero_amide
COc1ccc2c(c1)C1(CC1)CN(C(=O)Cn1ncc3ccccc3c1=O)C2,med_flex_hetero_amide
Cc1cccc2c(CC(=O)N3Cc4ccccc4C[C@H]3C(N)=O)c[nH]c12,med_flex_hetero_amide
CCOC1CC(O)(CNC(=O)c2ccc(C)c(OC)c2)C1(C)C,med_flex_carbo_amide
O=C(NCc1nc(=O)o[nH]1)c1ccc(N2CCCCCC2)cc1,med_flex_hetero_amide
COC(=O)C1(N(C)S(=O)(=O)c2cccc(Cl)c2)CC(OC)C1,med_flex_carbo_sulfonyl
CCc1c(NC(=O)c2cocn2)cnn1-c1ccccc1Cl,med_flex_hetero_amide
CO[C@@H]1CCOC[C@H]1NC(=O)NCC1(c2ccc(F)cc2)CCC1,med_flex_carbo_amide
Cc1ccc(C(=O)NC2(c3ccccc3F)COC2)cn1,small_flex_hetero_amide
CSC(CO)C(C)NCC(O)Cn1c(-c2ccccc2)noc1=O,med_verylex_hetero_amide
O=C(c1cnn(-c2ccccc2)c1)N1CCC(Oc2ccccn2)C1,med_flex_hetero_amide
C[C@@H](NC(=O)Nc1ccc2[nH]ncc2c1)c1cccc(Cl)c1,med_flex_hetero_amide
CN1CCN(C(=O)c2ccc(S(C)(=O)=O)nc2)c2cc(F)ccc21,med_rigid_hetero_sulfonyl
C[C@H](NC(=O)NC[C@H]1C[C@@H]1c1ccccc1)c1cncc(F)c1,med_flex_hetero_amide
O=C(c1ccc(-c2ccccc2)[nH]1)N(CC(F)F)CC(F)F,med_flex_hetero_amide
COc1cnc(NC(=O)N2CCCS(=O)(=O)CC2C2CC2)s1,med_flex_hetero_sulfonyl
COc1cc(F)c(C(=O)NCc2nnc(C(C)(C)C)s2)c(F)c1,med_flex_hetero_amide
CC(C)(C)OC(=O)N1C2CCC1CC(CNc1ccc(C#N)nn1)C2,med_flex_hetero_amide
CC(=O)NC(Cc1nc(-c2ccc(F)c(F)c2)no1)c1c(F)cccc1F,med_flex_hetero_amide
O=C(CN1CCN(C2CC2)C1=O)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,large_verylex_hetero_amide
